TestSponsor,SystemName,JVMName,JVMVersion,max-jOPS,critical-jOPS
Lenovo Global Technology,ThinkSystem SR655,OpenJDK 13.0.2,"OpenJDK 64-bit Server VM, version 13.0.2",182143,72034
Lenovo Global Technology,ThinkSystem SR655,OpenJDK 13.0.2,"OpenJDK 64-bit Server VM, version 13.0.2",158826,131730
Lenovo Global Technology,ThinkSystem SR635,Oracle Java SE 13.0.2,"Java HotSpot 64-Bit Server VM, version 13.0.2",149875,98075
Lenovo Global Technology,ThinkSystem SR645,Oracle Java SE 13.0.2,"Java HotSpot 64-Bit Server VM, version 13.0.2",307449,190493
Lenovo Global Technology,ThinkSystem SR665,Oracle Java SE 13.0.2,"Java HotSpot 64-Bit Server VM, version 13.0.2",327501,126167
Lenovo Global Technology,ThinkSystem SR665,OpenJDK 14.0.1,"OpenJDK 64-bit Server VM, version 14.0.1",361462,130606
Lenovo Global Technology,ThinkSystem SR665,OpenJDK 14.0.1,"OpenJDK 64-bit Server VM, version 14.0.1",315663,248942
Lenovo Global Technology,ThinkSystem SR860 V2,Oracle Java SE 15.0.1,"Java HotSpot 64-Bit Server VM, version 15.0.1",318763,245422
Lenovo Global Technology,ThinkSystem SR860 V2,Oracle Java SE 15.0.1,"Java HotSpot 64-Bit Server VM, version 15.0.1",339338,184937
Lenovo Global Technology,ThinkSystem SR665,Oracle Java SE 15.0.2,"Java HotSpot 64-Bit Server VM, version 15.0.2",351175,145563
Lenovo Global Technology,ThinkSystem SR665,Oracle Java SE 15.0.2,"Java HotSpot 64-Bit Server VM, version 15.0.2",318763,249006
Lenovo Global Technology,ThinkSystem SR655,Oracle Java SE 16.0.1,"Java HotSpot 64-Bit Server VM, version 16.0.1",161425,120047
Lenovo Global Technology,ThinkSystem SR655,Oracle Java SE 16.0.1,"Java HotSpot 64-Bit Server VM, version 16.0.1",173615,67286
Lenovo Global Technology,ThinkSystem SR645,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM, version 17.0.2",466239,200438
Lenovo Global Technology,ThinkSystem SR645,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM, version 17.0.2",350268,319768
Lenovo Global Technology,ThinkSystem SR645,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM, version 17.0.2",430735,176846
Lenovo Global Technology,ThinkSystem SR645,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM, version 17.0.2",220101,89431
Lenovo Global Technology,ThinkSystem SR645,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM, version 17.0.2",241347,100219
Lenovo Global Technology,ThinkSystem SR645,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM, version 17.0.2",196130,147020
Lenovo Global Technology,ThinkSystem SR645,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM, version 17.0.2",382453,291266
Lenovo Global Technology,ThinkSystem SR665 V3,Oracle Java SE 17.0.4.1,"Java HotSpot 64-Bit Server VM, version 17.0.4.1",756952,372032
Lenovo Global Technology,ThinkSystem SR665 V3,Oracle Java SE 19,"Java HotSpot 64-Bit Server VM, version 19",633563,447004
Lenovo Global Technology,ThinkSystem SR665 V3,Oracle Java SE 17.0.4.1,"Java HotSpot 64-Bit Server VM, version 17.0.4.1",662046,306957
Lenovo Global Technology,ThinkSystem SR665 V3,Oracle Java SE 19,"Java HotSpot 64-Bit Server VM, version 19",650738,292038
Lenovo Group Limited,Lenovo Flex System x240 M5,Oracle Java SE 8u60,"Java HotSpot 64-bit Server VM, version 1.8.0_60",80889,43654
Lenovo Group Limited,Lenovo System x3550 M5,Oracle Java SE 8u66,"Java HotSpot 64-Bit Server VM, version 1.8.0_66",117489,36997
Lenovo Group Limited,Lenovo Flex System x240 M5,Oracle Java SE 8u74,"Java HotSpot 64-Bit Server VM, version 1.8.0_74",116978,35258
Lenovo Group Limited,Lenovo System x3850 X6,Oracle Java SE 8u91,"Java HotSpot 64-Bit Server VM, version 1.8.0_91",214961,64042
Lenovo Group Limited,Lenovo System x3850 X6,Oracle Java SE 8u91,"Java HotSpot 64-Bit Server VM, version 1.8.0_91",191701,123518
Nettrix,R620 G40,OpenJDK 16.0.1,"OpenJDK 64-Bit Server VM, version 16.0.1",258368,127374
Nettrix,R620 G40,Oracle Java SE 16.0.1,"Java HotSpot(TM) 64-Bit Server VM, version 16.0.1",241333,188208
Nettrix,R620 G40,OpenJDK 16.0.1,"OpenJDK 64-Bit Server VM, version 16.0.1",241333,182159
Nettrix,R620 G40,Oracle Java SE 16.0.1,"Java HotSpot(TM) 64-Bit Server VM, version 16.0.1",264047,89514
Nettrix,R620 G40,Oracle Java SE 18.0.1.1,"Java HotSpot 64-bit Server VM, version 18.0.1.1",120674,47953
Oracle Corporation,Sun Server X4-2,Oracle Java SE 8u60,"Java HotSpot 64-bit Server VM, version 1.8.0_60",52482,19614
Oracle Corporation,Oracle Server X5-2L,Oracle Java SE 8u60,"Java HotSpot 64-bit Server VM, version 1.8.0_60",76773,26458
Oracle Corporation,SPARC T5-2,Oracle Java SE 8u66,"Java HotSpot 64-bit Server VM, version 1.8.0_66",80889,37422
Oracle Corporation,SPARC T7-1,Oracle Java SE 8u66,"Java HotSpot 64-bit Server VM, version 1.8.0_66",120603,60280
Oracle Corporation,SPARC S7-2,Oracle Java SE 8u92,"Java HotSpot 64-bit Server VM, version 1.8.0_92",65790,35812
Oracle Corporation,SPARC T8-1,Oracle Java SE 8u144,"Java HotSpot 64-bit Server VM, version 1.8.0_144",153532,89980
Quanta Computer Inc.,QuantaGrid D51B-2U,Oracle Java SE 8u77,"Java HotSpot 64-bit Server VM, version 1.8.0_77",119302,28674
Quanta Computer Inc.,QuantaGrid D52B-2U,Oracle Java SE 8u131,"Java HotSpot 64-bit Server VM, version 1.8.0_131",161778,40874
Quanta Computer Inc.,QuantaGrid D53XQ-2U,Oracle Java SE 16.0.1,"Java HotSpot 64-Bit Server VM,version 16.0.1",255529,203894
Quanta Computer Inc.,QuantaGrid D53XQ-2U,Oracle Java SE 16.0.1,"Java HotSpot 64-Bit Server VM,version 16.0.1",272500,140362
Quanta Computer Inc.,QuantaGrid D43K-1U,Oracle Java SE 16.0.1,"Java HotSpot 64-Bit Server VM,version 16.0.1",319609,301364
Quanta Computer Inc.,QuantaGrid D43K-1U,Oracle Java SE 16.0.1,"Java HotSpot 64-Bit Server VM,version 16.0.1",397906,153139
Quanta Computer Inc.,QuantaGrid D43K-1U,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM,version 17.0.2",482694,176524
Quanta Computer Inc.,QuantaGrid D43K-1U,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM,version 17.0.2",364468,340021
Sugon,Sugon I840-G25,Oracle Java SE 8u74,"Java HotSpot 64-Bit Server VM,version 1.8.0_74",211379,69227
Sugon,Sugon I980-G20,Oracle Java SE 8u112,"Java HotSpot 64-bit Server VM, version 1.8.0_112",332913,104105
Sugon,Sugon TC6600,Oracle Java SE 8u112,"Java HotSpot 64-bit Server VM, version 1.8.0_112",77234,26235
Sugon,Sugon I980-G20,Oracle Java SE 8u112,"Java HotSpot 64-bit Server VM, version 1.8.0_112",402335,123010
Sugon,Sugon I980-G20,Oracle Java SE 8u112,"Java HotSpot 64-bit Server VM, version 1.8.0_112",402335,123010
Sugon,A620-G30,Oracle Java SE 9.0.4,"Java HotSpot(TM) 64-Bit Server VM (build 9.0.4+11, mixed mode)",150654,46165
Sugon,I980-G30,Oracle Java SE 8u201,"Java HotSpot 64-bit Server VM (build 25.201-b09,mixed mode)",686568,253214
Sugon,I980-G30,Oracle Java SE 11.02,"Java HotSpot(TM) 64-Bit Server VM (build 11.0.2+9-LTS, mixed mode)",686568,311928
"Super Micro Computer, Inc",Supermicro A+ AS-1124US-TNRP Server,Oracle Java SE 13.0.2,"Java HotSpot 64-bit Server VM, version 13.0.2",150930,131319
"Super Micro Computer, Inc",Supermicro A+ AS-1124US-TNRP Server,Oracle Java SE 13.0.2,"Java HotSpot 64-bit Server VM, version 13.0.2",194164,78466
"Super Micro Computer, Inc",Supermicro A+ 2014TP-HTR Server,Oracle Java SE 13.0.2,"Java HotSpot 64-bit Server VM, version 13.0.2",68976,35815
"Super Micro Computer, Inc",Supermicro A+ 2014TP-HTR Server,Oracle Java SE 13.0.2,"Java HotSpot 64-bit Server VM, version 13.0.2",67072,46694
"Super Micro Computer, Inc",Supermicro A+ AS-1114S-WN10RT Server,Oracle Java SE 13.0.2,"Java HotSpot 64-bit Server VM, version 13.0.2",100516,62442
"Super Micro Computer, Inc",Supermicro A+ AS-1114S-WN10RT Server,Oracle Java SE 13.0.2,"Java HotSpot 64-bit Server VM, version 13.0.2",95613,69983
"Super Micro Computer, Inc",Supermicro A+ AS-1124US-TNRP Server,Oracle Java SE 15.0.2,"Java HotSpot 64-bit Server VM, version 15.0.2",402479,181620
"Super Micro Computer, Inc",Supermicro A+ AS-1124US-TNRP Server,Oracle Java SE 15.0.2,"Java HotSpot 64-bit Server VM, version 15.0.2",359067,301297
"Super Micro Computer, Inc",Supermicro X12DPG-QT6,Oracle Java SE 15.0.2,"Java HotSpot 64-bit Server VM, version 15.0.2",272500,147409
"Super Micro Computer, Inc",Supermicro X12DPG-QT6,Oracle Java SE 15.0.2,"Java HotSpot 64-bit Server VM, version 15.0.2",258368,201334
"Super Micro Computer, Inc",Supermicro A+ AS-1124US-TNRP Server,Oracle Java SE 16,"Java HotSpot 64-bit Server VM, version 16",276317,116628
"Super Micro Computer, Inc",Supermicro A+ AS-1124US-TNRP Server,Oracle Java SE 16,"Java HotSpot 64-bit Server VM, version 16",211179,191813
"Super Micro Computer, Inc",A+ Server 4124GS-TNR,Oracle Java SE 17.0.2,"Java HotSpot 64-bit Server VM, version 17.0.2",477209,218249
"Super Micro Computer, Inc",A+ Server 2124US-TNRP,Oracle Java SE 17.0.2,"Java HotSpot 64-bit Server VM, version 17.0.2",488179,174786
"Super Micro Computer, Inc",A+ Server 2124US-TNRP,Oracle Java SE 17.0.2,"Java HotSpot 64-bit Server VM, version 17.0.2",383401,338946
"Super Micro Computer, Inc",A+ Server F1114S-FT,Oracle java SE 17.0.2,"JDK HotSpot 64-bit Server VM, version 17.0.2",111448,46694
"Super Micro Computer, Inc",Supermicro A+ AS-1115CS-TNR,Oracle Java SE 18.0.2.1,"Java HotSpot 64-bit Server VM, version 18.0.2.1",404608,216064
"Super Micro Computer, Inc",Supermicro A+ AS-2125HS-TNR,Oracle Java SE 18.0.2.1,"Java HotSpot 64-bit Server VM, version 18.0.2.1",811237,353382
Supermicro,Supermicro X12DPG-QT6,Oracle Java SE 16.0.1,"Java HotSpot 64-bit Server VM, version 16.0.1",255529,198666
Supermicro,Supermicro X12DPG-QT6,Oracle Java SE 16.0.1,"Java HotSpot 64-bit Server VM, version 16.0.1",271203,138279
Supermicro,Supermicro SYS-620P-TRT Server,Oracle Java SE 16.0.1,"Java HotSpot 64-bit Server VM, version 16.0.1",266886,145432
Supermicro,Supermicro SYS-620P-TRT Server,Oracle Java SE 16.0.1,"Java HotSpot 64-bit Server VM, version 16.0.1",252690,198603
Telecommunications Technology Association,RC124,Oracle Java SE 16.0.1,JDK 16,40444,29644
Telecommunications Technology Association,RC124,Oracle Java SE 16.0.1,JDK 16,52596,22354
Telecommunications Technology Association,KR580S2,Oracle Java SE 17,"Java HotSpot 64-bit Server VM, version 17",286125,135879
Telecommunications Technology Association,LKG-2212-C,Oracle Java SE 18,"Java HotSpot 64-bit Server VM, version 18",116560,56380
Telecommunications Technology Association,TNS-2100,Oracle Java SE 18.0.1.1,"Java HotSpot 64-bit Server VM, version 18.0.1.1",156006,77341
Telecommunications Technology Association,TNS-2100,Oracle Java SE 18.0.2,"Java HotSpot 64-bit Server VM, version 18.0.2",157103,75127
xFusion,xFusion 2288H V6,Oracle Java SE 17.0.3.1,"Java HotSpot(TM) 64-Bit Server VM, version 17.0.3.1",282896,155647
xFusion,xFusion 1288H V6,Oracle Java SE 17.0.3.1,"Java HotSpot(TM) 64-Bit Server VM, version 17.0.3.1",282896,156446
xFusion,xFusion 5288 V6,Oracle Java SE 17.0.3.1,"Java HotSpot(TM) 64-Bit Server VM, version 17.0.3.1",282896,149863
xFusion,xFusion 2488H V6,Oracle Java SE 17.0.3.1,"Java HotSpot(TM) 64-Bit Server VM, version 17.0.3.1",425348,217181
