TestSponsor,SystemName,Parallel,BaseThreads,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
Dell Inc.,"PowerEdge R650xs (Intel Xeon Gold 6330N, 2.20 GHz)",Yes,56,56,2,1,169&nbsp;&nbsp;&nbsp;,173&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650xs (Intel Xeon Gold 6334, 3.60 GHz)",Yes,16,16,2,1,112&nbsp;&nbsp;&nbsp;,114&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650xs (Intel Xeon Gold 6338N, 2.20 GHz)",Yes,64,64,2,1,194&nbsp;&nbsp;&nbsp;,196&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6242R, 3.10 GHz)",Yes,40,40,2,1,138&nbsp;&nbsp;&nbsp;,140&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Gold 6338, 2.00 GHz)",Yes,64,64,2,1,198&nbsp;&nbsp;&nbsp;,201&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Gold 6334, 3.60 GHz)",Yes,16,16,2,1,111&nbsp;&nbsp;&nbsp;,114&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Gold 6338N, 2.20 GHz)",Yes,64,64,2,1,192&nbsp;&nbsp;&nbsp;,195&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Gold 6330N, 2.20 GHz)",Yes,56,56,2,1,170&nbsp;&nbsp;&nbsp;,173&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Gold 5320, 2.20 GHz)",Yes,52,52,2,1,177&nbsp;&nbsp;&nbsp;,180&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Gold 6326, 2.90 GHz)",Yes,32,32,2,1,159&nbsp;&nbsp;&nbsp;,163&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Gold 6336Y, 2.40 GHz)",Yes,48,48,2,1,181&nbsp;&nbsp;&nbsp;,184&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Gold 5320, 2.20 GHz)",Yes,52,52,2,1,174&nbsp;&nbsp;&nbsp;,179&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Gold 5318Y, 2.10 GHz)",Yes,48,48,2,1,167&nbsp;&nbsp;&nbsp;,170&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Gold 5315Y, 3.20 GHz)",Yes,16,16,2,1,104&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Gold 5317, 3.00 GHz)",Yes,24,24,2,1,133&nbsp;&nbsp;&nbsp;,135&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Silver 4314, 2.40 GHz)",Yes,32,32,2,1,147&nbsp;&nbsp;&nbsp;,149&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xs (Intel Xeon Silver 4316, 2.30 GHz)",Yes,40,40,2,1,156&nbsp;&nbsp;&nbsp;,159&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Bronze 3206R, 1.90 GHz)",Yes,16,16,2,1,55.1&nbsp;,55.8&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4214R, 2.40 GHz)",Yes,24,24,2,1,95.7&nbsp;,96.8&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6240R, 2.40 GHz)",Yes,48,48,2,1,133&nbsp;&nbsp;&nbsp;,135&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4208, 2.10 GHz)",Yes,16,16,2,1,65.7&nbsp;,66.5&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6142, 2.60 GHz)",Yes,32,32,2,1,118&nbsp;&nbsp;&nbsp;,120&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4215R, 3.20 GHz)",Yes,32,16,2,2,79.2&nbsp;,79.6&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Bronze 3206R, 1.90 GHz)",Yes,16,16,2,1,54.0&nbsp;,55.3&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4210R, 2.40 GHz)",Yes,40,20,2,2,80.6&nbsp;,81.3&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 5220R, 2.20 GHz)",Yes,48,48,2,1,137&nbsp;&nbsp;&nbsp;,138&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6230R, 2.10 GHz)",Yes,52,52,2,1,133&nbsp;&nbsp;&nbsp;,135&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6238R, 2.20 GHz)",Yes,56,56,2,1,141&nbsp;&nbsp;&nbsp;,142&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6208U, 2.90 GHz)",Yes,16,16,1,1,77.7&nbsp;,78.8&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6138, 2.00 GHz)",Yes,40,40,2,1,52.5&nbsp;,53.3&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6208U, 2.90 GHz)",Yes,16,16,1,1,79.6&nbsp;,80.8&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6230R, 2.10 GHz)",Yes,52,52,2,1,140&nbsp;&nbsp;&nbsp;,143&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6238R, 2.20 GHz)",Yes,56,56,2,1,142&nbsp;&nbsp;&nbsp;,144&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6242R, 3.10 GHz)",Yes,40,40,2,1,142&nbsp;&nbsp;&nbsp;,144&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T550 (Intel Xeon Gold 6338, 2.00 GHz)",Yes,64,64,2,1,198&nbsp;&nbsp;&nbsp;,202&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6240R, 2.40 GHz)",Yes,48,48,2,1,144&nbsp;&nbsp;&nbsp;,146&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6258R, 2.70 GHz)",Yes,56,56,2,1,148&nbsp;&nbsp;&nbsp;,150&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5220R, 2.20 GHz)",Yes,48,48,2,1,139&nbsp;&nbsp;&nbsp;,140&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T550 (Intel Xeon Gold 5320, 2.20 GHz)",Yes,52,52,2,1,176&nbsp;&nbsp;&nbsp;,180&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T550 (Intel Xeon Silver 4316, 2.30 GHz)",Yes,40,40,2,1,155&nbsp;&nbsp;&nbsp;,158&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T550 (Intel Xeon Gold 6326, 2.90 GHz)",Yes,32,32,2,1,160&nbsp;&nbsp;&nbsp;,163&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T550 (Intel Xeon Silver 4309Y, 2.80 GHz)",Yes,16,16,2,1,97.7&nbsp;,99.8&nbsp;,--,--
Dell Inc.,"PowerEdge T550 (Intel Xeon Gold 5317, 3.00 GHz)",Yes,24,24,2,1,132&nbsp;&nbsp;&nbsp;,135&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T550 (Intel Xeon Silver 4310, 2.10 GHz)",Yes,24,24,2,1,116&nbsp;&nbsp;&nbsp;,119&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T550 (Intel Xeon Silver 4314, 2.40 GHz)",Yes,32,32,2,1,145&nbsp;&nbsp;&nbsp;,149&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T550 (Intel Xeon Platinum 8352M, 2.30 GHz)",Yes,64,64,2,1,204&nbsp;&nbsp;&nbsp;,207&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R450 (Intel Xeon Silver 4309Y, 2.80 GHz)",Yes,16,16,2,1,97.3&nbsp;,99.6&nbsp;,--,--
Dell Inc.,"PowerEdge R450 (Intel Xeon Gold 5317, 3.00 GHz)",Yes,24,24,2,1,131&nbsp;&nbsp;&nbsp;,134&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R450 (Intel Xeon Silver 4314, 2.40 GHz)",Yes,32,32,2,1,145&nbsp;&nbsp;&nbsp;,148&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R450 (Intel Xeon Silver 4316, 2.30 GHz)",Yes,40,40,2,1,155&nbsp;&nbsp;&nbsp;,158&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R450 (Intel Xeon Silver 4310, 2.10 GHz)",Yes,24,24,2,1,116&nbsp;&nbsp;&nbsp;,119&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R450 (Intel Xeon Gold 5318Y, 2.10 GHz)",Yes,48,48,2,1,166&nbsp;&nbsp;&nbsp;,170&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R450 (Intel Xeon Gold 5315Y, 3.20 GHz)",Yes,16,16,2,1,104&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6230R, 2.10 GHz)",Yes,52,52,2,1,135&nbsp;&nbsp;&nbsp;,138&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6240R, 2.40 GHz)",Yes,48,48,2,1,137&nbsp;&nbsp;&nbsp;,140&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6208U, 2.90 GHz)",Yes,16,16,1,1,77.0&nbsp;,78.1&nbsp;,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6238R, 2.20 GHz)",Yes,56,56,2,1,138&nbsp;&nbsp;&nbsp;,140&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 5220R, 2.20 GHz)",Yes,48,48,2,1,136&nbsp;&nbsp;&nbsp;,137&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4215R, 3.20 GHz)",Yes,16,16,2,1,77.4&nbsp;,78.1&nbsp;,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Silver 4214R, 2.40 GHz)",Yes,24,24,2,1,97.0&nbsp;,98.2&nbsp;,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Bronze 3206R, 1.90 GHz)",Yes,16,16,2,1,57.0&nbsp;,57.6&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Bronze 3206R, 1.90 GHz)",Yes,16,16,2,1,56.8&nbsp;,57.5&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4210R, 2.40 GHz)",Yes,20,20,2,1,82.4&nbsp;,83.3&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4214R, 2.40 GHz)",Yes,24,24,2,1,97.3&nbsp;,98.4&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7773X 64-Core Processor),Yes,128,128,2,1,269&nbsp;&nbsp;&nbsp;,278&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6525 (AMD EPYC 7473X 24-Core Processor),Yes,48,48,2,1,205&nbsp;&nbsp;&nbsp;,211&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7473X 24-Core Processor),Yes,48,48,2,1,204&nbsp;&nbsp;&nbsp;,209&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7373X 16-Core Processor),Yes,32,32,2,1,183&nbsp;&nbsp;&nbsp;,190&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7573X 32-Core Processor),Yes,64,64,2,1,238&nbsp;&nbsp;&nbsp;,242&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6525 (AMD EPYC 7773X 64-Core Processor),Yes,128,128,2,1,273&nbsp;&nbsp;&nbsp;,274&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6525 (AMD EPYC 7573X 32-Core Processor),Yes,64,64,2,1,242&nbsp;&nbsp;&nbsp;,244&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6525 (AMD EPYC 7373X 16-Core Processor),Yes,32,32,2,1,180&nbsp;&nbsp;&nbsp;,188&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6515 (AMD EPYC 7573X),Yes,32,32,1,1,165&nbsp;&nbsp;&nbsp;,167&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7515 (AMD EPYC 7573X 32-Core Processor),Yes,32,32,1,1,165&nbsp;&nbsp;&nbsp;,168&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7515 (AMD EPYC 7773X),Yes,64,64,1,1,182&nbsp;&nbsp;&nbsp;,184&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R550 (Intel Xeon Silver 4316, 2.30 GHz)",Yes,40,40,2,1,155&nbsp;&nbsp;&nbsp;,157&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R550 (Intel Xeon Gold 5315Y, 3.20 GHz)",Yes,16,16,2,1,104&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R550 (Intel Xeon Silver 4310, 2.10 GHz)",Yes,24,24,2,1,116&nbsp;&nbsp;&nbsp;,118&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R550 (Intel Xeon Gold 5318Y, 2.10 GHz)",Yes,48,48,2,1,167&nbsp;&nbsp;&nbsp;,168&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R550 (Intel Xeon Gold 5317, 3.00 GHz)",Yes,24,24,2,1,132&nbsp;&nbsp;&nbsp;,133&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R550 (Intel Xeon Silver 4314, 2.40 GHz)",Yes,32,32,2,1,147&nbsp;&nbsp;&nbsp;,148&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R550 (Intel Xeon Silver 4309Y, 2.80 GHz)",Yes,16,16,2,1,98.6&nbsp;,99.0&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Platinum 8380, 2.30 GHz)",Yes,80,80,2,1,260&nbsp;&nbsp;&nbsp;,260&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge XR4520c (Intel Xeon D-2712T, 1.90 GHz)",Yes,4,4,1,1,26.7&nbsp;,26.8&nbsp;,--,--
Dell Inc.,"PowerEdge XR4520c (Intel Xeon D-2776NT, 2.10 GHz)",Yes,16,16,1,1,68.1&nbsp;,68.5&nbsp;,--,--
Dell Inc.,"PowerEdge XR4520c (Intel Xeon D-2733NT, 2.10 GHz)",Yes,8,8,1,1,44.9&nbsp;,45.1&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Platinum 8380, 2.30 GHz)",Yes,80,80,2,1,257&nbsp;&nbsp;&nbsp;,258&nbsp;&nbsp;&nbsp;,--,--
Epsylon Sp. z o.o. Sp. Komandytowa,"eterio 217 RZ1 (AMD Epyc 7272, 2.9 GHz) AMD EPYC 7272",Yes,24,24,2,2,92.2&nbsp;,94.5&nbsp;,--,--
Epsylon Sp. z o.o. Sp. Komandytowa,"eterio 217 RZ1 (AMD Epyc 7402, 2.8 GHz) AMD EPYC 7402",Yes,48,48,2,2,141&nbsp;&nbsp;&nbsp;,145&nbsp;&nbsp;&nbsp;,--,--
Epsylon Sp. z o.o. Sp. Komandytowa,"eterio 217 RZ1 (AMD Epyc 7302, 3.0 GHz) AMD EPYC 7302",Yes,32,32,2,2,116&nbsp;&nbsp;&nbsp;,119&nbsp;&nbsp;&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2186G, 3.80GHz",Yes,6,6,1,2,32.1&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY RX2540 M4, Intel Xeon Gold 6126, 2.60GHz",Yes,24,24,2,1,110&nbsp;&nbsp;&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY RX1330 M4, Intel Xeon E-2186G, 3.80GHz",Yes,6,6,1,2,32.1&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY RX1330 M4, Intel Celeron G4900, 3.10GHz",Yes,2,2,1,1,11.7&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1320 M4, Intel Xeon E-2186G, 3.80GHz",Yes,6,6,1,2,32.1&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2124, 3.30GHz",Yes,4,4,1,1,26.0&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2124G, 3.40GHz",Yes,4,4,1,1,26.6&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2126G, 3.30GHz",Yes,6,6,1,1,31.5&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2134, 3.50GHz",Yes,4,4,1,2,26.8&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2136, 3.30GHz",Yes,6,6,1,2,31.9&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2144G, 3.60GHz",Yes,4,4,1,2,26.7&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2146G, 3.50GHz",Yes,6,6,1,2,31.7&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2174G, 3.80GHz",Yes,4,4,1,2,27.2&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2176G, 3.70GHz",Yes,6,6,1,2,32.1&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Pentium Gold G5400, 3.70GHz",Yes,2,2,1,2,13.5&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Core i3-8100, 3.60GHz",Yes,4,4,1,1,23.2&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY RX2530 M5, Intel Xeon Platinum 8280, 2.70GHz",Yes,56,56,2,1,157&nbsp;&nbsp;&nbsp;,Not Run,--,--
Fujitsu,"PRIMEQUEST 3800B2, Intel Xeon Platinum 8280L, 2.70GHz",Yes,168,168,6,1,233&nbsp;&nbsp;&nbsp;,Not Run,--,--
Fujitsu,"PRIMEQUEST 3800B2, Intel Xeon Platinum 8280L, 2.70GHz",Yes,224,224,8,1,244&nbsp;&nbsp;&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY RX4770 M5, Intel Xeon Platinum 8280L, 2.70GHz",Yes,112,112,4,1,228&nbsp;&nbsp;&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY CX2550 M5, Intel Xeon Platinum 8280, 2.70GHz",Yes,56,56,2,1,154&nbsp;&nbsp;&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY RX2540 M5, Intel Xeon Platinum 8280, 2.70GHz",Yes,56,56,2,1,155&nbsp;&nbsp;&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1320 M4, Intel Xeon E-2288G, 3.70 GHz",Yes,8,8,1,1,35.9&nbsp;,Not Run,312,Not Run
Fujitsu,"PRIMERGY RX1330 M4, Intel Xeon E-2288G, 3.70GHz",Yes,8,8,1,1,36.4&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1320 M4, Intel Xeon E-2288G, 3.70GHz",Yes,8,8,1,1,36.5&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2288G, 3.70GHz",Yes,8,8,1,1,36.8&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2286G, 4.00 GHz",Yes,6,6,1,1,33.3&nbsp;,33.6&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2288G, 3.70 GHz",Yes,8,8,1,1,36.8&nbsp;,37.3&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2224, 3.40 GHz",Yes,4,4,1,1,27.0&nbsp;,27.4&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2224G, 3.50 GHz",Yes,4,4,1,1,27.4&nbsp;,27.8&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2226G, 3.40 GHz",Yes,6,6,1,1,32.3&nbsp;,32.7&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2234, 3.60 GHz",Yes,4,4,1,1,27.6&nbsp;,28.0&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2236, 3.40 GHz",Yes,6,6,1,1,32.3&nbsp;,32.7&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2244G, 3.80 GHz",Yes,4,4,1,1,27.8&nbsp;,28.2&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2246G, 3.60 GHz",Yes,6,6,1,1,32.5&nbsp;,32.9&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2274G, 4.00 GHz",Yes,4,4,1,1,27.5&nbsp;,27.9&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2276G, 3.80 GHz",Yes,6,6,1,1,33.1&nbsp;,33.5&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Xeon E-2278G, 3.40 GHz",Yes,8,8,1,1,36.3&nbsp;,36.8&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Celeron G4930, 3.20 GHz",Yes,2,2,1,1,11.9&nbsp;,12.1&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Pentium Gold G5420, 3.80 GHz",Yes,2,2,1,1,13.9&nbsp;,14.1&nbsp;,--,--
Fujitsu,"PRIMERGY TX1330 M4, Intel Core i3-9100, 3.60 GHz",Yes,4,4,1,1,24.5&nbsp;,24.8&nbsp;,--,--
Fujitsu,"PRIMERGY RX4770 M6, Intel Xeon Platinum 8380HL, 2.90GHz",Yes,112,112,4,1,254&nbsp;&nbsp;&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY RX2540 M6, Intel Xeon Platinum 8380, 2.30GHz",Yes,80,80,2,1,233&nbsp;&nbsp;&nbsp;,Not Run,341,Not Run
Fujitsu,"PRIMERGY RX2530 M6, Intel Xeon Platinum 8380, 2.30GHz",Yes,80,80,2,1,233&nbsp;&nbsp;&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY CX2550 M6, Intel Xeon Gold 5318Y, 2.10GHz",Yes,48,48,2,1,171&nbsp;&nbsp;&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY CX2560 M6, Intel Xeon Gold 5318Y, 2.10GHz",Yes,48,48,2,1,170&nbsp;&nbsp;&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1310 M5, Intel Xeon E-2356G, 3.20GHz",Yes,6,6,1,1,40.7&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1320 M4, Intel Xeon E-2134, 3.50GHz",Yes,8,4,1,2,27.0&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY RX1330 M5, Intel Xeon E-2388G, 3.20GHz",Yes,8,8,1,1,44.8&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1320 M5, Intel Xeon E-2388G, 3.20GHz",Yes,8,8,1,1,45.4&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M5, Intel Xeon E-2388G, 3.20GHz",Yes,8,8,1,1,45.2&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M5, Intel Xeon E-2388G, 3.20GHz",Yes,8,8,1,1,45.0&nbsp;,Not Run,392,Not Run
Fujitsu,"PRIMERGY TX1310 M5 (D3931-C100), Intel Xeon E-2356G, 3.20GHz",Yes,6,6,1,1,41.0&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M5, Intel Xeon E-2314, 2.80GHz",Yes,4,4,1,1,30.7&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M5, Intel Xeon E-2324G, 3.10GHz",Yes,4,4,1,1,33.8&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M5, Intel Xeon E-2334, 3.40GHz",Yes,4,4,1,1,33.5&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M5, Intel Xeon E-2336, 2.90GHz",Yes,6,6,1,1,39.3&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M5, Intel Xeon E-2356G, 3.20GHz",Yes,6,6,1,1,40.6&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M5, Intel Xeon E-2374G, 3.70GHz",Yes,4,4,1,1,34.7&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M5, Intel Xeon E-2378, 2.60GHz",Yes,8,8,1,1,41.0&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M5, Intel Xeon E-2378G, 2.80GHz",Yes,8,8,1,1,43.6&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M5, Intel Xeon E-2386G, 3.50GHz",Yes,6,6,1,1,41.5&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1330 M5, Intel Pentium Gold G6405, 4.10GHz",Yes,2,2,1,1,14.5&nbsp;,Not Run,--,--
Fujitsu,"PRIMERGY TX1320 M5, Intel Xeon E-2334, 3.40GHz",Yes,4,4,1,1,33.6&nbsp;,Not Run,--,--
"GIGA-BYTE TECHNOLOGY CO., LTD.","R282-Z90 (AMD EPYC 7742, 2.25GHz)",Yes,128,128,2,2,200&nbsp;&nbsp;&nbsp;,208&nbsp;&nbsp;&nbsp;,--,--
"GIGA-BYTE TECHNOLOGY CO., LTD.","R272-Z30 (AMD EPYC 7742, 2.25GHz)",Yes,64,64,1,2,131&nbsp;&nbsp;&nbsp;,136&nbsp;&nbsp;&nbsp;,--,--
