TestSponsor,SystemName,Parallel,BaseThreads,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
NEC Corporation,Express5800/R120h-1E (Intel Xeon Gold 6234),Yes,8,8,1,1,57.3&nbsp;,58.2&nbsp;,--,--
NEC Corporation,Express5800/R110j-1 (Intel Xeon E-2244G),Yes,4,4,1,2,27.4&nbsp;,28.8&nbsp;,--,--
NEC Corporation,Express5800/R120h-1E (Intel Xeon Silver 4208),Yes,8,8,1,1,38.2&nbsp;,38.8&nbsp;,--,--
NEC Corporation,Express5800/R110j-1 (Intel Xeon E-2236),Yes,6,6,1,1,32.6&nbsp;,33.0&nbsp;,--,--
NEC Corporation,Express5800/R110j-1 (Intel Xeon E-2224),Yes,4,4,1,1,26.6&nbsp;,27.0&nbsp;,--,--
NEC Corporation,Express5800/R120h-1E (Intel Xeon Gold 5218),Yes,16,16,1,1,69.7&nbsp;,70.5&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Silver 4210),Yes,20,20,2,1,80.8&nbsp;,81.5&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Silver 4208),Yes,8,8,1,1,38.5&nbsp;,39.0&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 5222),Yes,4,4,1,1,33.4&nbsp;,33.8&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 5222),Yes,8,8,2,1,58.6&nbsp;,59.4&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6252),Yes,48,48,2,1,138&nbsp;&nbsp;&nbsp;,139&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Platinum 8260),Yes,48,48,2,1,144&nbsp;&nbsp;&nbsp;,144&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6248),Yes,40,40,2,2,136&nbsp;&nbsp;&nbsp;,141&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6234),Yes,16,16,2,1,100&nbsp;&nbsp;&nbsp;,101&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 5218),Yes,32,32,2,1,117&nbsp;&nbsp;&nbsp;,118&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6254),Yes,36,36,2,1,140&nbsp;&nbsp;&nbsp;,141&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Silver 4214),Yes,24,24,2,2,92.6&nbsp;,97.3&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Silver 4216),Yes,32,32,2,1,113&nbsp;&nbsp;&nbsp;,114&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Silver 4208),Yes,16,16,2,1,67.4&nbsp;,68.2&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Platinum 8268),Yes,48,48,2,1,150&nbsp;&nbsp;&nbsp;,151&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6258R),Yes,56,56,2,1,156&nbsp;&nbsp;&nbsp;,157&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R110j-1 (Intel Xeon E-2226G),Yes,6,6,1,1,31.5&nbsp;,31.9&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Silver 4214R),Yes,24,24,2,1,98.0&nbsp;,99.0&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Silver 4210R),Yes,20,20,2,1,83.5&nbsp;,84.1&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6248R),Yes,48,48,2,1,151&nbsp;&nbsp;&nbsp;,152&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6242),Yes,32,32,2,1,131&nbsp;&nbsp;&nbsp;,133&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 5218R),Yes,40,40,2,1,129&nbsp;&nbsp;&nbsp;,130&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 5217),Yes,16,16,2,1,84.2&nbsp;,85.0&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Bronze 3206R),Yes,16,16,2,1,56.9&nbsp;,57.6&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6230),Yes,40,40,2,1,129&nbsp;&nbsp;&nbsp;,130&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6230R),Yes,52,52,2,1,146&nbsp;&nbsp;&nbsp;,147&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6226),Yes,24,24,2,1,110&nbsp;&nbsp;&nbsp;,111&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 5220),Yes,36,36,2,1,121&nbsp;&nbsp;&nbsp;,122&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Platinum 8280),Yes,56,56,2,1,155&nbsp;&nbsp;&nbsp;,156&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6238R),Yes,56,56,2,1,149&nbsp;&nbsp;&nbsp;,150&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Bronze 3204),Yes,12,12,2,1,42.9&nbsp;,43.4&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 5215),Yes,20,20,2,1,88.8&nbsp;,89.5&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Silver 4215R),Yes,16,16,2,1,78.3&nbsp;,78.9&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Silver 4215),Yes,16,16,2,1,77.5&nbsp;,78.3&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 5215M),Yes,20,20,2,1,89.4&nbsp;,89.9&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6238),Yes,44,44,2,1,134&nbsp;&nbsp;&nbsp;,135&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 5215L),Yes,20,20,2,1,89.1&nbsp;,89.8&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6238L),Yes,44,44,2,1,134&nbsp;&nbsp;&nbsp;,135&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6240),Yes,36,36,2,1,130&nbsp;&nbsp;&nbsp;,131&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6240L),Yes,36,36,2,1,130&nbsp;&nbsp;&nbsp;,131&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 5220R),Yes,48,48,2,2,139&nbsp;&nbsp;&nbsp;,143&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6244),Yes,16,16,2,2,93.9&nbsp;,98.8&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6242R),Yes,40,40,2,1,150&nbsp;&nbsp;&nbsp;,151&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6246R),Yes,32,32,2,1,146&nbsp;&nbsp;&nbsp;,147&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6256),Yes,24,24,2,1,127&nbsp;&nbsp;&nbsp;,127&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Platinum 8280L),Yes,56,56,2,1,155&nbsp;&nbsp;&nbsp;,156&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 6226R),Yes,32,32,2,1,133&nbsp;&nbsp;&nbsp;,133&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-2M (Intel Xeon Gold 6226R),Yes,32,32,2,1,133&nbsp;&nbsp;&nbsp;,134&nbsp;&nbsp;&nbsp;,--,--
Nettrix,R620 G30 (Intel Xeon Platinum 8280),Yes,56,56,2,1,169&nbsp;&nbsp;&nbsp;,170&nbsp;&nbsp;&nbsp;,--,--
Nettrix,R620 G30 (Intel Xeon Gold 5218R),Yes,40,40,2,1,130&nbsp;&nbsp;&nbsp;,131&nbsp;&nbsp;&nbsp;,--,--
Nettrix,R620 G30 (Intel Xeon Silver 4210R),Yes,20,20,2,2,90.1&nbsp;,93.1&nbsp;,--,--
Nettrix,R620 G30 (Intel Xeon Gold 6240R),Yes,48,48,2,2,162&nbsp;&nbsp;&nbsp;,164&nbsp;&nbsp;&nbsp;,--,--
Nettrix,R620 G40(Intel Xeon Platinum 8380 CPU @ 2.30GHz),Yes,80,80,2,1,271&nbsp;&nbsp;&nbsp;,276&nbsp;&nbsp;&nbsp;,--,--
Nettrix,"R620 G40 (Intel Xeon Gold 6354, 3.00 GHz)",Yes,36,36,2,1,183&nbsp;&nbsp;&nbsp;,183&nbsp;&nbsp;&nbsp;,--,--
Netweb,"DIT400TR-28RL (2.20 GHz,Intel Xeon Silver 4210)",Yes,20,20,2,2,80.9&nbsp;,83.9&nbsp;,--,--
Netweb,"DIT400TR-28RL (2.60 GHz,Intel Xeon Gold 6240)",Yes,36,36,2,2,130&nbsp;&nbsp;&nbsp;,135&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-28RL (2.10 GHz,Intel Xeon Silver 4216)",Yes,32,32,2,2,111&nbsp;&nbsp;&nbsp;,115&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-28RL (2.10 GHz,Intel Xeon Silver 4208)",Yes,16,16,2,2,66.8&nbsp;,69.8&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-28RL (2.20 GHz,Intel Xeon Silver 4214)",Yes,24,24,2,2,92.5&nbsp;,95.9&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-28RL (2.50 GHz,Intel Xeon Gold 6248)",Yes,40,40,2,2,132&nbsp;&nbsp;&nbsp;,137&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-28RL (2.80 GHz,Intel Xeon Gold 6242)",Yes,32,32,2,2,121&nbsp;&nbsp;&nbsp;,125&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-28RL (2.10 GHz,Intel Xeon Gold 6230)",Yes,40,40,2,2,124&nbsp;&nbsp;&nbsp;,128&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"AD400TR-28/R/T (2.10 GHz,Intel Xeon Silver 4208)",Yes,16,16,2,2,65.7&nbsp;,68.9&nbsp;,--,--
Netweb Pte Ltd,"AD400TR-28/R/T (2.20 GHz,Intel Xeon Silver 4210)",Yes,20,20,2,2,79.7&nbsp;,83.1&nbsp;,--,--
Netweb Pte Ltd,"DS400TN-28/R/T (2.30 GHz,Intel Xeon Gold 5218)",Yes,32,32,2,2,115&nbsp;&nbsp;&nbsp;,120&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DS400TN-28/R/T (2.60 GHz,Intel Xeon Gold 6240)",Yes,36,36,2,2,127&nbsp;&nbsp;&nbsp;,132&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DS400TR-54/R (2.10 GHz,Intel Xeon Silver 4110)",Yes,16,16,2,2,65.3&nbsp;,68.4&nbsp;,--,--
Netweb Pte Ltd,"DS400TR-54/R (2.20 GHz,Intel Xeon Silver 4210)",Yes,20,20,2,2,79.5&nbsp;,82.9&nbsp;,--,--
Netweb Pte Ltd,"DS400TR-54/R (2.10 GHz,Intel Xeon Silver 4216)",Yes,32,32,2,2,110&nbsp;&nbsp;&nbsp;,115&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DS400TR-54/R/T (2.30 GHz,Intel Xeon Gold 5218)",Yes,32,32,2,2,113&nbsp;&nbsp;&nbsp;,118&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DS400TR-54/R (2.60 GHz,Intel Xeon Gold 6240)",Yes,36,36,2,2,127&nbsp;&nbsp;&nbsp;,133&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DS400TR-54/R/T (2.80 GHz,Intel Xeon Gold 6242)",Yes,32,32,2,2,128&nbsp;&nbsp;&nbsp;,132&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DS400TOG-424RT2 (2.50 GHz,Intel Xeon Gold 6248)",Yes,40,40,2,2,112&nbsp;&nbsp;&nbsp;,115&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DS400TG-424RT (2.50 GHz,Intel Xeon Gold 6248)",Yes,40,40,2,2,133&nbsp;&nbsp;&nbsp;,137&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DS400TOG-424RT2 (2.30 GHz,Intel Xeon Gold 5218)",Yes,32,32,2,2,114&nbsp;&nbsp;&nbsp;,118&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-28RL (3.10 GHz,Intel Xeon Gold 6254)",Yes,36,36,2,2,138&nbsp;&nbsp;&nbsp;,143&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DS4A0TR-28R (3.10 GHz,Intel Xeon Gold 6254)",Yes,36,36,2,2,117&nbsp;&nbsp;&nbsp;,114&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.10 GHz, Intel Xeon Silver 4208)",Yes,16,16,2,2,66.7&nbsp;,69.9&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.20 GHz, Intel Xeon Silver 4214)",Yes,24,24,2,2,92.2&nbsp;,95.7&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.50 GHz, Intel Xeon Silver 4215)",Yes,16,16,2,2,76.3&nbsp;,79.8&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.10 GHz, Intel Xeon Silver 4216)",Yes,32,32,2,2,110&nbsp;&nbsp;&nbsp;,114&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.50 GHz, Intel Xeon Gold 5215)",Yes,20,20,2,2,88.8&nbsp;,92.3&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.30 GHz, Intel Xeon Gold 5218)",Yes,32,32,2,2,116&nbsp;&nbsp;&nbsp;,120&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.20 GHz, Intel Xeon Gold 5220)",Yes,36,36,2,2,120&nbsp;&nbsp;&nbsp;,125&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.10 GHz, Intel Xeon Gold 6230)",Yes,40,40,2,2,126&nbsp;&nbsp;&nbsp;,131&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.60 GHz, Intel Xeon Gold 6240)",Yes,36,36,2,2,128&nbsp;&nbsp;&nbsp;,132&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.80 GHz, Intel Xeon Gold 6242)",Yes,32,32,2,2,129&nbsp;&nbsp;&nbsp;,132&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.50 GHz, Intel Xeon Gold 6248)",Yes,40,40,2,2,133&nbsp;&nbsp;&nbsp;,136&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.90 GHz, Intel Xeon Platinum 8268)",Yes,48,48,2,2,140&nbsp;&nbsp;&nbsp;,144&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-55R/55RL (2.10 GHz, Intel Xeon Silver 4208)",Yes,16,16,2,2,66.7&nbsp;,69.7&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-55R/55RL (2.20 GHz,Intel Xeon Silver 4214)",Yes,24,24,2,2,92.3&nbsp;,95.6&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-55R/55RL (2.50 GHz,Intel Xeon Silver 4215)",Yes,16,16,2,2,76.2&nbsp;,79.8&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-55R/55RL (2.10 GHz,Intel Xeon Silver 4216)",Yes,32,32,2,2,110&nbsp;&nbsp;&nbsp;,114&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-55R/55RL (2.30 GHz,Intel Xeon Gold 5218)",Yes,32,32,2,2,116&nbsp;&nbsp;&nbsp;,120&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-55R/55RL (2.20 GHz,Intel Xeon Gold 5220)",Yes,36,36,2,2,120&nbsp;&nbsp;&nbsp;,125&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-55R/55RL (2.60 GHz,Intel Xeon Gold 6240)",Yes,36,36,2,2,126&nbsp;&nbsp;&nbsp;,129&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-55R/55RL (2.50 GHz,Intel Xeon Gold 6248)",Yes,40,40,2,2,131&nbsp;&nbsp;&nbsp;,134&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-55R/55RL (2.80 GHz,Intel Xeon Gold 6242)",Yes,32,32,2,2,129&nbsp;&nbsp;&nbsp;,132&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-55R/55RL (2.90 GHz,Intel Xeon Platinum 8268)",Yes,48,48,2,2,141&nbsp;&nbsp;&nbsp;,144&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-48RL (2.70 GHz, Intel Xeon Platinum 8280L)",Yes,56,56,2,2,150&nbsp;&nbsp;&nbsp;,154&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-55RL (2.10 GHz, Intel Xeon Gold 5218R)",Yes,40,40,2,2,121&nbsp;&nbsp;&nbsp;,122&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"DIT400TR-55RL (3.00 GHz,Intel Xeon Gold 6248R)",Yes,48,48,2,2,147&nbsp;&nbsp;&nbsp;,149&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TR-212R4 (3.00 GHz,Intel Xeon Gold 6248R)",Yes,48,48,2,2,145&nbsp;&nbsp;&nbsp;,147&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TG-48R (2.10 GHz,Intel Xeon Gold 5218R)",Yes,40,40,2,2,117&nbsp;&nbsp;&nbsp;,119&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400E1U-224R4 (2.60 GHz,Intel Xeon Gold 6240)",Yes,36,36,2,2,122&nbsp;&nbsp;&nbsp;,124&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400E1U-224R4 (2.50 GHz,Intel Xeon Gold 6248)",Yes,40,40,2,2,125&nbsp;&nbsp;&nbsp;,127&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400E1U-224R4 (2.90 GHz,Intel Xeon Gold 6226R)",Yes,32,32,2,2,114&nbsp;&nbsp;&nbsp;,116&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TOG-424RT2 (2.50 GHz,Intel Xeon Gold 6248)",Yes,40,40,2,2,126&nbsp;&nbsp;&nbsp;,129&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TG-48R (2.60 GHz,Intel Xeon Gold 6240)",Yes,36,36,2,2,120&nbsp;&nbsp;&nbsp;,122&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TG-48R (3.00 GHz,Intel Xeon Gold 6248R)",Yes,48,48,2,2,145&nbsp;&nbsp;&nbsp;,146&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TR-212R4 (2.20 GHz,Intel Xeon Gold 5220R)",Yes,48,48,2,2,131&nbsp;&nbsp;&nbsp;,132&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400E1U-224R4 (2.40 GHz,Intel Xeon Gold 6240R)",Yes,48,48,2,2,139&nbsp;&nbsp;&nbsp;,142&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400E1U-224R4 (2.40 GHz,Intel Xeon Gold 6148)",Yes,40,40,2,2,119&nbsp;&nbsp;&nbsp;,122&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400E1U-224R4 (2.60 GHz,Intel Xeon Gold 6142)",Yes,32,32,2,2,117&nbsp;&nbsp;&nbsp;,119&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TOG-424RT2 (2.10 GHz,Intel Xeon Gold 5218R)",Yes,40,40,2,2,120&nbsp;&nbsp;&nbsp;,123&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TOG-424RT2 (2.20 GHz,Intel Xeon Gold 5220R)",Yes,48,48,2,2,134&nbsp;&nbsp;&nbsp;,136&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TOG-424RT2 (2.60 GHz,Intel Xeon Gold 6142)",Yes,32,32,2,2,118&nbsp;&nbsp;&nbsp;,120&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TOG-424RT2 (2.40 GHz,Intel Xeon Gold 6148)",Yes,40,40,2,2,119&nbsp;&nbsp;&nbsp;,122&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TOG-424RT2 (2.90 GHz,Intel Xeon Gold 6226R)",Yes,32,32,2,2,126&nbsp;&nbsp;&nbsp;,128&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TOG-424RT2 (2.60 GHz,Intel Xeon Gold 6240)",Yes,36,36,2,2,121&nbsp;&nbsp;&nbsp;,124&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TOG-424RT2 (2.40 GHz,Intel Xeon Gold 6240R)",Yes,48,48,2,2,141&nbsp;&nbsp;&nbsp;,143&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TOG-424RT2 (3.00 GHz,Intel Xeon Gold 6248R)",Yes,48,48,2,2,146&nbsp;&nbsp;&nbsp;,148&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero QS400TU-224R4 (2.40 GHz,Intel Xeon Gold 6148)",Yes,80,80,4,2,160&nbsp;&nbsp;&nbsp;,160&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400E1U-224R4 (3.00 GHz,Intel Xeon Gold 6248R)",Yes,48,48,2,2,148&nbsp;&nbsp;&nbsp;,149&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400E1U-224R4 (2.10 GHz,Intel Xeon Gold 6252)",Yes,48,48,2,2,133&nbsp;&nbsp;&nbsp;,135&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TOG-424RT2 (2.00 GHz,Intel Xeon Gold 5117)",Yes,28,28,2,2,82.3&nbsp;,84.2&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TOG-424RT2 (2.30 GHz,Intel Xeon Gold 6140)",Yes,36,36,2,2,115&nbsp;&nbsp;&nbsp;,117&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TOG-424RT2 (2.10 GHz,Intel Xeon Gold 6230)",Yes,40,40,2,2,120&nbsp;&nbsp;&nbsp;,122&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero QS400TU-224R4 (2.00 GHz,Intel Xeon Gold 5117)",Yes,56,56,4,2,115&nbsp;&nbsp;&nbsp;,118&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero QS400TU-224R4 (2.50 GHz,Intel Xeon Gold 6248)",Yes,80,80,4,2,174&nbsp;&nbsp;&nbsp;,175&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TG-48R (2.60 GHz,Intel Xeon Gold 6142)",Yes,32,32,2,2,117&nbsp;&nbsp;&nbsp;,119&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TG-48R (2.90 GHz,Intel Xeon Gold 6226R)",Yes,32,32,2,2,125&nbsp;&nbsp;&nbsp;,127&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TG-48R (2.40 GHz,Intel Xeon Gold 6240R)",Yes,48,48,2,2,141&nbsp;&nbsp;&nbsp;,142&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400E1U-224R4 (2.00 GHz,Intel Xeon Gold 5117)",Yes,28,28,2,2,82.9&nbsp;,84.7&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DS400TN-55R (2.20 GHz,Intel Xeon Silver 4210)",Yes,20,20,2,2,78.2&nbsp;,80.0&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DIT400TR-28RL (2.90 GHz,Intel Xeon Gold 6226R)",Yes,32,32,2,2,126&nbsp;&nbsp;&nbsp;,129&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DIT400TR-28R (2.10 GHz, Intel Xeon Gold 5218R)",Yes,40,40,2,2,122&nbsp;&nbsp;&nbsp;,124&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DIT400TR-28RL (3.0 GHz, Intel Xeon Gold 6248R)",Yes,48,48,2,2,146&nbsp;&nbsp;&nbsp;,148&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero DIT400TR-55RL (2.90 GHz, Intel Xeon Gold 6226R)",Yes,32,32,2,2,112&nbsp;&nbsp;&nbsp;,114&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero SDI100A2R-22 (2.60 GHz, Intel Xeon Gold 6348)",Yes,56,56,2,2,184&nbsp;&nbsp;&nbsp;,187&nbsp;&nbsp;&nbsp;,--,--
Netweb Pte Ltd,"Tyrone Camarero SDI100A3TB-26 (2.60 GHz, Intel Xeon Gold 6348)",Yes,56,56,2,2,182&nbsp;&nbsp;&nbsp;,186&nbsp;&nbsp;&nbsp;,--,--
