TestSponsor,SystemName,BaseCopies,EnabledCores,EnabledChips,Cores/Chips,Threads/Core,Base,Peak
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5345),8,8,2,4,1,51.7&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon 5120),4,4,2,2,1,29.3&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon 5130),4,4,2,2,1,33.8&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon 5140),4,4,2,2,1,36.5&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon 5160),4,4,2,2,1,41.4&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3655 (AMD Opteron 2220),4,4,2,2,1,45.0&nbsp;,47.5&nbsp;
IBM Corporation,IBM BladeCenter LS21 (AMD Opteron 2220),4,4,2,2,1,44.5&nbsp;,47.0&nbsp;
IBM Corporation,IBM BladeCenter LS41 (AMD Opteron 8220),8,8,4,2,1,54.7&nbsp;,57.1&nbsp;
IBM Corporation,IBM BladeCenter LS41 (AMD Opteron 8220),8,8,4,2,1,84.0&nbsp;,89.2&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8222 SE),8,8,4,2,1,89.8&nbsp;,95.7&nbsp;
IBM Corporation,IBM System x3455 (AMD Opteron 2222 SE),4,4,2,2,1,47.3&nbsp;,49.6&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon X5355),8,8,2,4,1,56.8&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,"IBM System p 570 (4.7 GHz, 2 core)",4,2,1,2,2,51.5&nbsp;,58.0&nbsp;
IBM Corporation,"IBM System p 570 (4.7 GHz, 4 core)",8,4,2,2,2,102&nbsp;&nbsp;&nbsp;,115&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM System p 570 (4.7 GHz, 8 core)",16,8,4,2,2,189&nbsp;&nbsp;&nbsp;,213&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM System p 570 (4.7 GHz, 16 core)",32,16,8,2,2,379&nbsp;&nbsp;&nbsp;,426&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM System p 570 (4.7 GHz, 4 core, SLES)",8,4,2,2,2,97.5&nbsp;,115&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM System p 570 (4.7 GHz, 8 core, SLES)",16,8,4,2,2,182&nbsp;&nbsp;&nbsp;,215&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM System p 570 (4.7 GHz, 16 core, SLES)",32,16,8,2,2,364&nbsp;&nbsp;&nbsp;,428&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM System i 570 (4.7 GHz, 4 core)",8,4,2,2,2,102&nbsp;&nbsp;&nbsp;,115&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM System i 570 (4.7 GHz, 8 core)",16,8,4,2,2,189&nbsp;&nbsp;&nbsp;,213&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM System i 570 (4.7 GHz, 16 core)",32,16,8,2,2,379&nbsp;&nbsp;&nbsp;,426&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8220),8,8,4,2,1,85.7&nbsp;,90.9&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8222 SE),8,8,4,2,1,91.3&nbsp;,96.8&nbsp;
IBM Corporation,IBM System x3655 (AMD Opteron 2216),4,4,2,2,1,41.2&nbsp;,43.4&nbsp;
IBM Corporation,IBM System x3455 (AMD Opteron 2220),4,4,2,2,1,45.3&nbsp;,47.8&nbsp;
IBM Corporation,IBM System x3655 (AMD Opteron 2218),4,4,2,2,1,44.6&nbsp;,46.9&nbsp;
IBM Corporation,IBM BladeCenter LS41 (AMD Opteron 8218),8,8,4,2,1,83.2&nbsp;,88.0&nbsp;
IBM Corporation,IBM BladeCenter LS41 (AMD Opteron 8220),8,8,4,2,1,86.8&nbsp;,91.9&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8216),8,8,4,2,1,76.9&nbsp;,81.5&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8218),8,8,4,2,1,82.5&nbsp;,86.6&nbsp;
IBM Corporation,IBM System x3655 (AMD Opteron 2212),4,4,2,2,1,37.8&nbsp;,39.7&nbsp;
IBM Corporation,IBM System x3655 (AMD Opteron 2220),4,4,2,2,1,45.7&nbsp;,48.1&nbsp;
IBM Corporation,IBM System x3455 (AMD Opteron 2222 SE),4,4,2,2,1,48.6&nbsp;,51.1&nbsp;
IBM Corporation,IBM BladeCenter LS21 (AMD Opteron 2220),4,4,2,2,1,45.7&nbsp;,48.0&nbsp;
IBM Corporation,IBM BladeCenter LS41 (AMD Opteron 8214),8,8,4,2,1,73.2&nbsp;,77.4&nbsp;
IBM Corporation,IBM BladeCenter LS41 (AMD Opteron 8216),8,8,4,2,1,77.6&nbsp;,82.1&nbsp;
IBM Corporation,IBM System x3455 (AMD Opteron 2218),4,4,2,2,1,44.3&nbsp;,46.6&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8214),8,8,4,2,1,73.1&nbsp;,77.4&nbsp;
IBM Corporation,IBM BladeCenter LS41 (AMD Opteron 8212),8,8,4,2,1,68.8&nbsp;,72.7&nbsp;
IBM Corporation,IBM BladeCenter LS21 (AMD Opteron 2216),4,4,2,2,1,41.2&nbsp;,43.3&nbsp;
IBM Corporation,IBM BladeCenter LS21 (AMD Opteron 2218),4,4,2,2,1,44.5&nbsp;,46.8&nbsp;
IBM Corporation,IBM System x3455 (AMD Opteron 2216),4,4,2,2,1,41.0&nbsp;,43.0&nbsp;
IBM Corporation,IBM System x3655 (AMD Opteron 2214),4,4,2,2,1,39.7&nbsp;,41.7&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8212),8,8,4,2,1,67.9&nbsp;,71.7&nbsp;
IBM Corporation,IBM System x3455 (AMD Opteron 2214),4,4,2,2,1,39.5&nbsp;,41.3&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8224 SE),8,8,4,2,1,96.7&nbsp;,98.5&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8224 SE),8,8,4,2,1,94.0&nbsp;,99.6&nbsp;
IBM Corporation,IBM BladeCenter LS21 (AMD Opteron 2212),4,4,2,2,1,37.8&nbsp;,39.7&nbsp;
IBM Corporation,IBM System x3455 (AMD Opteron 2347),8,8,2,4,1,NC&nbsp;&nbsp;,NC&nbsp;&nbsp;
IBM Corporation,IBM System x3850 M2 (Intel Xeon X7350),16,16,4,4,1,106&nbsp;&nbsp;&nbsp;,113&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5310),8,8,2,4,1,41.4&nbsp;,44.1&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon X5355),8,8,2,4,1,58.5&nbsp;,62.1&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon X5365),8,8,2,4,1,61.0&nbsp;,64.7&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5345),8,8,2,4,1,51.8&nbsp;,55.2&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon X5365),8,8,2,4,1,61.0&nbsp;,64.6&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon X5355),8,8,2,4,1,57.8&nbsp;,61.3&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5310),8,8,2,4,1,41.5&nbsp;,44.2&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5320),8,8,2,4,1,43.9&nbsp;,46.7&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5345),8,8,2,4,1,51.8&nbsp;,55.2&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5310),8,8,2,4,1,41.4&nbsp;,44.1&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5335),8,8,2,4,1,51.9&nbsp;,55.3&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon X5365),8,8,2,4,1,60.6&nbsp;,64.2&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5335),8,8,2,4,1,51.8&nbsp;,55.3&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5320),8,8,2,4,1,43.9&nbsp;,46.7&nbsp;
IBM Corporation,"IBM System p 570 (4.7 GHz, 16 core, RHEL)",32,16,8,2,2,369&nbsp;&nbsp;&nbsp;,430&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM System p 570 (4.7 GHz, 4 core, RHEL)",8,4,2,2,2,98.8&nbsp;,116&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM System p 570 (4.7 GHz, 8 core, RHEL)",16,8,4,2,2,185&nbsp;&nbsp;&nbsp;,216&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM BladeCenter JS22 (4.0 GHz, 4 core, SLES)",8,4,2,2,2,65.7&nbsp;,75.0&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon X5460),8,8,2,4,1,69.6&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon X5460),8,8,2,4,1,69.4&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5450),8,8,2,4,1,68.0&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,"IBM BladeCenter JS22 (4.0 GHz, 4 core)",8,4,2,2,2,67.8&nbsp;,75.6&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon X5460),8,8,2,4,1,69.6&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon X5460),8,8,2,4,1,67.9&nbsp;,76.9&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon X5460),8,8,2,4,1,67.9&nbsp;,77.0&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon X5460),8,8,2,4,1,67.5&nbsp;,76.6&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5450),8,8,2,4,1,66.2&nbsp;,74.9&nbsp;
IBM Corporation,IBM System x3850 M2 (Intel Xeon E7210),8,8,4,2,1,72.0&nbsp;,79.3&nbsp;
IBM Corporation,IBM System x3850 M2 (Intel Xeon E7330),16,16,4,4,1,96.4&nbsp;,102&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM System x3850 M2 (Intel Xeon E7320),16,16,4,4,1,90.0&nbsp;,94.7&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5420),8,8,2,4,1,63.5&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5420),8,8,2,4,1,62.1&nbsp;,69.8&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5405),8,8,2,4,1,58.2&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5405),8,8,2,4,1,56.8&nbsp;,63.3&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5440),8,8,2,4,1,66.4&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5440),8,8,2,4,1,64.8&nbsp;,72.8&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5430),8,8,2,4,1,65.2&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5430),8,8,2,4,1,63.5&nbsp;,71.6&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5405),8,8,2,4,1,57.0&nbsp;,63.4&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5430),8,8,2,4,1,63.6&nbsp;,71.8&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5440),8,8,2,4,1,64.9&nbsp;,73.5&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon X5450),8,8,2,4,1,66.2&nbsp;,75.2&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5420),8,8,2,4,1,62.1&nbsp;,69.5&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5430),8,8,2,4,1,63.7&nbsp;,71.4&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon X5450),8,8,2,4,1,66.6&nbsp;,75.2&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5405),8,8,2,4,1,56.5&nbsp;,63.1&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5420),8,8,2,4,1,61.6&nbsp;,69.5&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5430),8,8,2,4,1,63.2&nbsp;,71.4&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5450),8,8,2,4,1,66.2&nbsp;,74.9&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5405),8,8,2,4,1,58.3&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5405),8,8,2,4,1,56.7&nbsp;,63.3&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5420),8,8,2,4,1,63.6&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5420),8,8,2,4,1,62.0&nbsp;,64.1&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5440),8,8,2,4,1,66.8&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5440),8,8,2,4,1,64.9&nbsp;,73.3&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5405),8,8,2,4,1,58.2&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5430),8,8,2,4,1,65.2&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5440),8,8,2,4,1,66.7&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon X5450),8,8,2,4,1,68.3&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5420),8,8,2,4,1,63.5&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5430),8,8,2,4,1,65.3&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon X5450),8,8,2,4,1,68.1&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5405),8,8,2,4,1,57.9&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5420),8,8,2,4,1,63.3&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5430),8,8,2,4,1,64.9&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5450),8,8,2,4,1,67.8&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon X5260),4,4,2,2,1,50.6&nbsp;,56.8&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon X5260),4,4,2,2,1,51.1&nbsp;,57.2&nbsp;
IBM Corporation,"IBM System p 520 (4.2 GHz, 4 core, SLES)",8,4,2,2,2,69.0&nbsp;,79.7&nbsp;
IBM Corporation,"IBM System p 550 (4.2 GHz, 8 core, RedHat)",16,8,4,2,2,151&nbsp;&nbsp;&nbsp;,176&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM System p 520 (4.2 GHz, 4 core)",8,4,2,2,2,71.4&nbsp;,80.8&nbsp;
IBM Corporation,"IBM System p 550 (4.2 GHz, 8 core)",16,8,4,2,2,156&nbsp;&nbsp;&nbsp;,178&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM System p 550 (3.5 GHz, 8 core)",16,8,4,2,2,135&nbsp;&nbsp;&nbsp;,154&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5440),8,8,2,4,1,66.6&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5440),8,8,2,4,1,64.9&nbsp;,73.4&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5205),4,4,2,2,1,34.9&nbsp;,38.4&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5205),4,4,2,2,1,34.9&nbsp;,38.4&nbsp;
IBM Corporation,IBM System x3500 (Intel Xeon X5450),8,8,2,4,1,67.9&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3500 (Intel Xeon X5450),8,8,2,4,1,66.5&nbsp;,75.1&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5335),8,8,2,4,1,53.1&nbsp;,57.2&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5335),8,8,2,4,1,52.9&nbsp;,57.1&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon E5320),8,8,2,4,1,45.0&nbsp;,48.7&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon E5345),8,8,2,4,1,55.9&nbsp;,60.7&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon E5320),8,8,2,4,1,44.9&nbsp;,48.8&nbsp;
IBM Corporation,IBM System x3610 (Intel Xeon E5405),8,8,2,4,1,56.0&nbsp;,61.1&nbsp;
IBM Corporation,IBM System x3500 (Intel Xeon E5440),8,8,2,4,1,66.3&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3500 (Intel Xeon E5440),8,8,2,4,1,65.0&nbsp;,73.4&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5310),8,8,2,4,1,42.6&nbsp;,45.9&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon E5345),8,8,2,4,1,55.9&nbsp;,60.6&nbsp;
IBM Corporation,IBM System x3450 (Intel Xeon E5472),8,8,2,4,1,75.3&nbsp;,84.8&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon X5355),8,8,2,4,1,59.1&nbsp;,64.5&nbsp;
IBM Corporation,IBM System x3500 (Intel Xeon E5405),8,8,2,4,1,58.0&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3500 (Intel Xeon E5405),8,8,2,4,1,56.9&nbsp;,63.3&nbsp;
IBM Corporation,IBM System x3400 (Intel Xeon E5405),8,8,2,4,1,58.0&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3400 (Intel Xeon E5405),8,8,2,4,1,56.9&nbsp;,63.3&nbsp;
IBM Corporation,IBM System x3500 (Intel Xeon E5410),8,8,2,4,1,61.5&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3500 (Intel Xeon E5410),8,8,2,4,1,60.2&nbsp;,67.7&nbsp;
IBM Corporation,IBM System x3500 (Intel Xeon E5420),8,8,2,4,1,63.1&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3500 (Intel Xeon E5420),8,8,2,4,1,62.0&nbsp;,69.6&nbsp;
IBM Corporation,IBM System x3400 (Intel Xeon E5410),8,8,2,4,1,61.5&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3400 (Intel Xeon E5410),8,8,2,4,1,60.2&nbsp;,67.7&nbsp;
IBM Corporation,IBM System x3400 (Intel Xeon E5420),8,8,2,4,1,63.1&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3400 (Intel Xeon E5420),8,8,2,4,1,62.0&nbsp;,69.6&nbsp;
IBM Corporation,IBM System x3200 M2 (Intel Xeon X3360),4,4,1,4,1,43.2&nbsp;,47.8&nbsp;
IBM Corporation,IBM System x3200 M2 (Intel Xeon X3350),4,4,1,4,1,42.2&nbsp;,46.3&nbsp;
IBM Corporation,IBM System x3200 M2 (Intel Xeon X3320),4,4,1,4,1,38.7&nbsp;,41.1&nbsp;
IBM Corporation,IBM System x3200 M2 (Intel Core 2 Duo E4600),2,2,1,2,1,23.3&nbsp;,23.6&nbsp;
IBM Corporation,IBM System x3200 M2 (Intel Xeon E3110),2,2,1,2,1,30.5&nbsp;,32.3&nbsp;
IBM Corporation,"IBM BladeCenter JS12 Express (3.8 GHz, 2 core, RedHat)",4,2,1,2,2,36.2&nbsp;,42.5&nbsp;
IBM Corporation,IBM BladeCenter HS12 (Intel Xeon X3363),4,4,1,4,1,41.5&nbsp;,46.2&nbsp;
IBM Corporation,"IBM Power 595 (5.0 GHz, 64 core)",128,64,32,2,2,1820&nbsp;&nbsp;&nbsp;,2110&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM Power 575 (4.7 GHz, 32 core)",64,32,16,2,2,730&nbsp;&nbsp;&nbsp;,839&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM System x iDataPlex dx340 (Intel Xeon E5440),8,8,2,4,1,66.8&nbsp;,74.0&nbsp;
IBM Corporation,IBM System x3500 (Intel Xeon E5430),8,8,2,4,1,64.9&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3500 (Intel Xeon E5430),8,8,2,4,1,63.5&nbsp;,71.6&nbsp;
IBM Corporation,IBM System x3400 (Intel Xeon E5430),8,8,2,4,1,64.9&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM System x3400 (Intel Xeon E5430),8,8,2,4,1,63.5&nbsp;,71.6&nbsp;
IBM Corporation,IBM BladeCenter HS12 (Intel Core 2 Duo E6305),2,2,1,2,1,19.3&nbsp;,19.5&nbsp;
IBM Corporation,IBM BladeCenter HS12 (Intel Core 2 Duo E6405),2,2,1,2,1,20.7&nbsp;,20.9&nbsp;
IBM Corporation,IBM BladeCenter HS12 (Intel Xeon E3113),2,2,1,2,1,28.5&nbsp;,30.5&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon L5240),4,4,2,2,1,48.5&nbsp;,54.1&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon L5240),4,4,2,2,1,48.9&nbsp;,54.4&nbsp;
IBM Corporation,IBM System x3455 (AMD Opteron 2360 SE),8,8,2,4,1,82.4&nbsp;,90.1&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8360 SE),16,16,4,4,1,151&nbsp;&nbsp;&nbsp;,165&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM System x3655 (AMD Opteron 2356),8,8,2,4,1,76.8&nbsp;,84.1&nbsp;
IBM Corporation,IBM BladeCenter HS12 (Intel Celeron 445),1,1,1,1,1,11.1&nbsp;,11.6&nbsp;
IBM Corporation,IBM BladeCenter HS12 (Intel Xeon X3323),4,4,1,4,1,36.7&nbsp;,39.1&nbsp;
IBM Corporation,IBM BladeCenter HS12 (Intel Xeon X3353),4,4,1,4,1,40.3&nbsp;,44.7&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon L5408),8,8,2,4,1,52.5&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 XM (Intel Xeon L5408),8,8,2,4,1,50.9&nbsp;,57.1&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon L5408),8,8,2,4,1,52.3&nbsp;,Not Run&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter HS21 (Intel Xeon L5408),8,8,2,4,1,50.9&nbsp;,57.1&nbsp;
IBM Corporation,"IBM Power 575 (4.7 GHz, 32 core, RedHat)",64,32,16,2,2,681&nbsp;&nbsp;&nbsp;,813&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8356),16,16,4,4,1,145&nbsp;&nbsp;&nbsp;,161&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter LS42 (AMD Opteron 8356),16,16,4,4,1,147&nbsp;&nbsp;&nbsp;,159&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM System x3655 (AMD Opteron 2352),8,8,2,4,1,74.2&nbsp;,82.3&nbsp;
IBM Corporation,IBM System x3455 (AMD Opteron 2356),8,8,2,4,1,80.2&nbsp;,88.9&nbsp;
IBM Corporation,IBM BladeCenter LS22 (AMD Opteron 2356),8,8,2,4,1,86.3&nbsp;,94.7&nbsp;
IBM Corporation,IBM System x3455 (AMD Opteron 2352),8,8,2,4,1,76.4&nbsp;,84.7&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8350),16,16,4,4,1,129&nbsp;&nbsp;&nbsp;,143&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM System x3655 (AMD Opteron 2344 HE),8,8,2,4,1,64.4&nbsp;,71.4&nbsp;
IBM Corporation,IBM System x3755 (AMD Opteron 8360 SE),16,16,4,4,1,152&nbsp;&nbsp;&nbsp;,169&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM System x3655 (AMD Opteron 2356),8,8,2,4,1,77.6&nbsp;,86.0&nbsp;
IBM Corporation,IBM System x3455 (AMD Opteron 2360 SE),8,8,2,4,1,83.0&nbsp;,92.2&nbsp;
IBM Corporation,IBM System x iDataPlex dx360 (Intel Xeon E5472),8,8,2,4,1,77.4&nbsp;,87.3&nbsp;
IBM Corporation,"IBM Power 595 (5.0 GHz, 64 core, RedHat)",128,64,32,2,2,1710&nbsp;&nbsp;&nbsp;,2100&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM System x3200 M2  (Intel Xeon E3110),2,2,1,2,1,31.7&nbsp;,33.5&nbsp;
IBM Corporation,IBM System x3200 M2  (Intel Xeon X3370),4,4,1,4,1,47.8&nbsp;,51.8&nbsp;
IBM Corporation,IBM System x3250 M2  (Intel Xeon E3120),2,2,1,2,1,32.7&nbsp;,34.6&nbsp;
IBM Corporation,IBM System x3250 M2  (Intel Xeon X3360),4,4,1,4,1,46.8&nbsp;,50.5&nbsp;
IBM Corporation,IBM System x3350 (Intel Xeon E3120),2,2,1,2,1,32.7&nbsp;,34.6&nbsp;
IBM Corporation,IBM System x3350 (Intel Xeon X3370),4,4,1,4,1,48.0&nbsp;,52.0&nbsp;
IBM Corporation,IBM BladeCenter LS42 (AMD Opteron 8347 HE),16,16,4,4,1,121&nbsp;&nbsp;&nbsp;,131&nbsp;&nbsp;&nbsp;
IBM Corporation,IBM BladeCenter LS22 (AMD Opteron 2347 HE),8,8,2,4,1,72.6&nbsp;,78.8&nbsp;
IBM Corporation,IBM System x3550 (Intel Xeon X5470),8,8,2,4,1,74.6&nbsp;,81.6&nbsp;
IBM Corporation,IBM System x3450 (Intel Xeon X5482),8,8,2,4,1,83.7&nbsp;,91.2&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon X5470),8,8,2,4,1,74.7&nbsp;,81.7&nbsp;
IBM Corporation,IBM System x3650 (Intel Xeon X5270),4,4,2,2,1,57.4&nbsp;,61.2&nbsp;
IBM Corporation,"IBM Power 560 Express (3.6 GHz, 16 core)",32,16,8,2,2,226&nbsp;&nbsp;&nbsp;,263&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM Power 570 (5.0 GHz, 16 core)",32,16,8,2,2,465&nbsp;&nbsp;&nbsp;,544&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM Power 570 (4.2 GHz, 32 core)",64,32,16,2,2,517&nbsp;&nbsp;&nbsp;,602&nbsp;&nbsp;&nbsp;
IBM Corporation,"IBM Power 570 ( 4.2 GHz, 32 core, RedHat)",64,32,16,2,2,492&nbsp;&nbsp;&nbsp;,592&nbsp;&nbsp;&nbsp;
