TestSponsor,SystemName,BaseCopies,EnabledCores,EnabledChips,Cores/Chips,Threads/Core,Base,Peak
Dell Inc.,"PowerEdge R410 (Intel Xeon X5675, 3.46 GHz)",24,12,2,6,2,241&nbsp;&nbsp;&nbsp;,248&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon X5660, 2.8 GHz)",12,12,2,6,2,231&nbsp;&nbsp;&nbsp;,240&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5606, 2.13 GHz)",8,8,2,4,1,127&nbsp;&nbsp;&nbsp;,133&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5649, 2.53 GHz)",24,12,2,6,2,210&nbsp;&nbsp;&nbsp;,215&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5645, 2.40 GHz)",24,12,2,6,2,205&nbsp;&nbsp;&nbsp;,210&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5620, 2.40 GHz)",8,8,2,4,2,159&nbsp;&nbsp;&nbsp;,167&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5607, 2.26 GHz)",8,8,2,4,1,131&nbsp;&nbsp;&nbsp;,123&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5603, 1.6 GHz)",8,8,2,4,1,107&nbsp;&nbsp;&nbsp;,112&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon X5660, 2.80 GHz)",12,12,2,6,2,231&nbsp;&nbsp;&nbsp;,239&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon E5649, 2.53 GHz)",24,12,2,6,2,210&nbsp;&nbsp;&nbsp;,216&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon E5645, 2.40 GHz)",24,12,2,6,2,206&nbsp;&nbsp;&nbsp;,211&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon E5607, 2.26 GHz)",8,8,2,4,1,131&nbsp;&nbsp;&nbsp;,137&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon E5606, 2.13 GHz)",8,8,2,4,1,127&nbsp;&nbsp;&nbsp;,134&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M915 (AMD Opteron 6128, 2.00 GHz)",32,32,4,8,1,415&nbsp;&nbsp;&nbsp;,461&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon X5675, 3.06 GHz)",24,12,2,6,2,256&nbsp;&nbsp;&nbsp;,262&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon X5687, 3.60 GHz)",16,8,2,4,2,230&nbsp;&nbsp;&nbsp;,237&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon X5690, 3.46 GHz)",24,12,2,6,2,265&nbsp;&nbsp;&nbsp;,272&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5603, 1.60 GHz)",8,8,2,4,1,107&nbsp;&nbsp;&nbsp;,113&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5606, 2.13 GHz)",8,8,2,4,1,127&nbsp;&nbsp;&nbsp;,134&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5607, 2.26 GHz)",8,8,2,4,1,131&nbsp;&nbsp;&nbsp;,138&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5645, 2.40 GHz)",24,12,2,6,2,208&nbsp;&nbsp;&nbsp;,212&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T410 (Intel Xeon E5606, 2.13 GHz)",8,8,2,4,1,127&nbsp;&nbsp;&nbsp;,134&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5603, 1.60 GHz)",8,8,2,4,1,107&nbsp;&nbsp;&nbsp;,113&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5606, 2.13 GHz)",8,8,2,4,1,127&nbsp;&nbsp;&nbsp;,134&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5607, 2.26 GHz)",8,8,2,4,1,131&nbsp;&nbsp;&nbsp;,138&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5620, 2.40 GHz)",16,8,2,4,2,174&nbsp;&nbsp;&nbsp;,179&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5645, 2.40 GHz)",24,12,2,6,2,210&nbsp;&nbsp;&nbsp;,214&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon L5630, 2.13 GHz)",16,8,2,4,2,142&nbsp;&nbsp;&nbsp;,145&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5649, 2.53 GHz)",24,12,2,6,2,214&nbsp;&nbsp;&nbsp;,218&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon L5640, 2.26 GHz)",24,12,2,6,2,202&nbsp;&nbsp;&nbsp;,206&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon L5640, 2.26 GHz)",24,12,2,6,2,206&nbsp;&nbsp;&nbsp;,210&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon X5560, 2.80 GHz)",16,8,2,4,2,205&nbsp;&nbsp;&nbsp;,211&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon X5560, 2.80 GHz)",16,8,2,4,2,207&nbsp;&nbsp;&nbsp;,213&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon X5647, 2.93 GHz)",16,8,2,4,2,190&nbsp;&nbsp;&nbsp;,195&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon X5650, 2.66 GHz)",24,12,2,6,2,243&nbsp;&nbsp;&nbsp;,249&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon X5672, 3.20 GHz)",16,8,2,4,2,223&nbsp;&nbsp;&nbsp;,229&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5649, 2.53 GHz)",24,12,2,6,2,212&nbsp;&nbsp;&nbsp;,218&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T410 (Intel Xeon E5603, 1.60 GHz)",8,8,2,4,1,107&nbsp;&nbsp;&nbsp;,113&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon L5609, 1.86 GHz)",8,8,2,4,1,122&nbsp;&nbsp;&nbsp;,128&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon L5630, 2.13 GHz)",16,8,2,4,2,142&nbsp;&nbsp;&nbsp;,146&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon L5609, 1.86 GHz)",8,8,2,4,1,122&nbsp;&nbsp;&nbsp;,128&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5620, 2.40 GHz)",16,8,2,4,2,174&nbsp;&nbsp;&nbsp;,179&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon E5620, 2.40 GHz)",16,8,2,4,2,174&nbsp;&nbsp;&nbsp;,180&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon L5609, 1.86 GHz)",8,8,2,4,1,121&nbsp;&nbsp;&nbsp;,128&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon L5630, 2.13 GHz)",16,8,2,4,2,143&nbsp;&nbsp;&nbsp;,148&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon E5620, 2.40 GHz)",16,8,2,4,2,173&nbsp;&nbsp;&nbsp;,179&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon E5620, 2.40 GHz)",16,8,2,4,2,174&nbsp;&nbsp;&nbsp;,180&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon L5640, 2.26 GHz)",24,12,2,6,2,202&nbsp;&nbsp;&nbsp;,207&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon X5650, 2.66 GHz)",24,12,2,6,2,238&nbsp;&nbsp;&nbsp;,245&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon X5650, 2.66 GHz)",24,12,2,6,2,240&nbsp;&nbsp;&nbsp;,248&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon X5660, 2.80 GHz)",24,12,2,6,2,245&nbsp;&nbsp;&nbsp;,252&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon X5650, 2.66 GHz)",12,12,2,6,2,228&nbsp;&nbsp;&nbsp;,237&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon X5650, 2.66 GHz)",12,12,2,6,2,228&nbsp;&nbsp;&nbsp;,238&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon X5660, 2.80 GHz)",24,12,2,6,2,244&nbsp;&nbsp;&nbsp;,253&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon X5560, 2.80 GHz)",16,8,2,4,2,204&nbsp;&nbsp;&nbsp;,211&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon E5620, 2.40 GHz)",16,8,2,4,2,174&nbsp;&nbsp;&nbsp;,180&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon L5640, 2.26 GHz)",24,12,2,6,2,202&nbsp;&nbsp;&nbsp;,208&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon X5650, 2.66 GHz)",24,12,2,6,2,240&nbsp;&nbsp;&nbsp;,248&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon L5609, 1.86 GHz)",8,8,2,4,1,121&nbsp;&nbsp;&nbsp;,124&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon X5660, 2.80 GHz)",24,12,2,6,2,240&nbsp;&nbsp;&nbsp;,247&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon X5660, 2.80 GHz)",24,12,2,6,2,245&nbsp;&nbsp;&nbsp;,252&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon L5609, 1.86 GHz)",8,8,2,4,1,121&nbsp;&nbsp;&nbsp;,128&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon X5560, 2.80 GHz)",16,8,2,4,2,205&nbsp;&nbsp;&nbsp;,212&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon X5650, 2.66 GHz)",24,12,2,6,2,241&nbsp;&nbsp;&nbsp;,249&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon E5620, 2.40 GHz)",16,8,2,4,2,174&nbsp;&nbsp;&nbsp;,180&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon L5630, 2.13 GHz)",16,8,2,4,2,144&nbsp;&nbsp;&nbsp;,148&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon L5640, 2.26 GHz)",24,12,2,6,2,203&nbsp;&nbsp;&nbsp;,209&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon X5650, 2.66 GHz)",24,12,2,6,2,243&nbsp;&nbsp;&nbsp;,249&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R815 (AMD Opteron 6276, 2.30 GHz)",64,64,4,16,1,697&nbsp;&nbsp;&nbsp;,746&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R715 (AMD Opteron 6282 SE, 2.60 GHz)",32,32,2,16,1,370&nbsp;&nbsp;&nbsp;,401&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M915 (AMD Opteron 6282 SE, 2.60 GHz)",64,64,4,16,1,697&nbsp;&nbsp;&nbsp;,755&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R715 (AMD Opteron 6262 HE, 1.60 GHz)",32,32,2,16,1,286&nbsp;&nbsp;&nbsp;,304&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R815 (AMD Opteron 6262 HE, 1.60 GHz)",64,64,4,16,1,570&nbsp;&nbsp;&nbsp;,603&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R715 (AMD Opteron 6274, 2.20 GHz)",32,32,2,16,1,343&nbsp;&nbsp;&nbsp;,369&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R815 (AMD Opteron 6274, 2.20 GHz)",64,64,4,16,1,683&nbsp;&nbsp;&nbsp;,734&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R715 (AMD Opteron 6272, 2.10 GHz)",32,32,2,16,1,336&nbsp;&nbsp;&nbsp;,359&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R815 (AMD Opteron 6272, 2.10 GHz)",64,64,4,16,1,667&nbsp;&nbsp;&nbsp;,714&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R815 (AMD Opteron 6276, 2.30 GHz)",32,32,2,16,1,350&nbsp;&nbsp;&nbsp;,376&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R815 (AMD Opteron 6282 SE, 2.60 GHz)",32,32,2,16,1,370&nbsp;&nbsp;&nbsp;,400&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R715 (AMD Opteron 6234, 2.40 GHz)",24,24,2,12,1,304&nbsp;&nbsp;&nbsp;,325&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R715 (AMD Opteron 6220, 3.00 GHz)",16,16,2,8,1,259&nbsp;&nbsp;&nbsp;,277&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R715 (AMD Opteron 6238, 2.60 GHz)",24,24,2,12,1,318&nbsp;&nbsp;&nbsp;,340&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R815 (AMD Opteron 6238, 2.60 GHz)",48,48,4,12,1,632&nbsp;&nbsp;&nbsp;,676&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R515 (AMD Opteron 4274 HE, 2.50 GHz)",16,16,2,8,1,175&nbsp;&nbsp;&nbsp;,189&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R515 (AMD Opteron 4256 EE, 1.60 GHz)",16,16,2,8,1,135&nbsp;&nbsp;&nbsp;,144&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R415 (AMD Opteron 4284, 3.00 GHz)",16,16,2,8,1,194&nbsp;&nbsp;&nbsp;,210&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R415 (AMD Opteron 4280, 2.80 GHz)",16,16,2,8,1,187&nbsp;&nbsp;&nbsp;,202&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R415 (AMD Opteron 4274 HE, 2.50 GHz)",16,16,2,8,1,175&nbsp;&nbsp;&nbsp;,189&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R415 (AMD Opteron 4256 EE, 1.60 GHz)",16,16,2,8,1,135&nbsp;&nbsp;&nbsp;,144&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R515 (AMD Opteron 4284, 3.00 GHz)",16,16,2,8,1,193&nbsp;&nbsp;&nbsp;,210&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R515 (AMD Opteron 4280, 2.80 GHz)",16,16,2,8,1,187&nbsp;&nbsp;&nbsp;,203&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R515 (AMD Opteron 4234, 3.10 GHz)",12,12,2,6,1,168&nbsp;&nbsp;&nbsp;,181&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R515 (AMD Opteron 4238, 3.30 GHz)",12,12,2,6,1,175&nbsp;&nbsp;&nbsp;,189&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R515 (AMD Opteron 4228 HE, 2.80 GHz)",12,12,2,6,1,158&nbsp;&nbsp;&nbsp;,170&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R415 (AMD Opteron 4238, 3.30 GHz)",12,12,2,6,1,175&nbsp;&nbsp;&nbsp;,190&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R415 (AMD Opteron 4234, 3.10 GHz)",12,12,2,6,1,168&nbsp;&nbsp;&nbsp;,181&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R515 (AMD Opteron 4226, 2.70 GHz)",12,12,2,6,1,156&nbsp;&nbsp;&nbsp;,169&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon X5690, 3.46 GHz)",24,12,2,6,2,263&nbsp;&nbsp;&nbsp;,268&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon X5690, 3.46 GHz)",24,12,2,6,2,268&nbsp;&nbsp;&nbsp;,274&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon X5690, 3.46 GHz)",24,12,2,6,2,267&nbsp;&nbsp;&nbsp;,274&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon X5690, 3.46 GHz)",24,12,2,6,2,268&nbsp;&nbsp;&nbsp;,273&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R415 (AMD Opteron 4228 HE, 2.80 GHz)",12,12,2,6,1,158&nbsp;&nbsp;&nbsp;,170&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R620 (Intel Xeon E5-2690, 2.90 GHz)",32,16,2,8,2,491&nbsp;&nbsp;&nbsp;,506&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2690, 2.90 GHz)",32,16,2,8,2,492&nbsp;&nbsp;&nbsp;,507&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2690, 2.90 GHz)",32,16,2,8,2,491&nbsp;&nbsp;&nbsp;,506&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M620 (Intel Xeon E5-2680, 2.70 GHz)",32,16,2,8,2,476&nbsp;&nbsp;&nbsp;,490&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M620 (Intel Xeon E5-2603, 1.80 GHz)",8,8,2,4,1,179&nbsp;&nbsp;&nbsp;,185&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M620 (Intel Xeon E5-2609, 2.40 GHz)",8,8,2,4,1,219&nbsp;&nbsp;&nbsp;,225&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M620 (Intel Xeon E5-2620, 2.00 GHz)",24,12,2,6,2,327&nbsp;&nbsp;&nbsp;,335&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M620 (Intel Xeon E5-2630L, 2.00 GHz)",24,12,2,6,2,323&nbsp;&nbsp;&nbsp;,332&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M620 (Intel Xeon E5-2637, 3.00 GHz)",8,4,2,2,2,178&nbsp;&nbsp;&nbsp;,184&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M620 (Intel Xeon E5-2640, 2.50 GHz)",24,12,2,6,2,366&nbsp;&nbsp;&nbsp;,375&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M620 (Intel Xeon E5-2650, 2.00 GHz)",32,16,2,8,2,419&nbsp;&nbsp;&nbsp;,430&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M620 (Intel Xeon E5-2650L, 1.80 GHz)",32,16,2,8,2,377&nbsp;&nbsp;&nbsp;,385&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M620 (Intel Xeon E5-2665, 2.40 GHz)",32,16,2,8,2,454&nbsp;&nbsp;&nbsp;,467&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge M620 (Intel Xeon E5-2667, 2.90 GHz)",24,12,2,6,2,416&nbsp;&nbsp;&nbsp;,427&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2680, 2.70 GHz)",32,16,2,8,2,478&nbsp;&nbsp;&nbsp;,492&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2603, 1.80 GHz)",8,8,2,4,1,179&nbsp;&nbsp;&nbsp;,185&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2609, 2.40 GHz)",8,8,2,4,1,219&nbsp;&nbsp;&nbsp;,225&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2620, 2.00 GHz)",24,12,2,6,2,328&nbsp;&nbsp;&nbsp;,335&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2643, 3.30 GHz)",16,8,2,4,2,326&nbsp;&nbsp;&nbsp;,335&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2630, 2.30 GHz)",24,12,2,6,2,352&nbsp;&nbsp;&nbsp;,360&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2650, 2.00 GHz)",32,16,2,8,2,419&nbsp;&nbsp;&nbsp;,430&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2630L, 2.00 GHz)",24,12,2,6,2,326&nbsp;&nbsp;&nbsp;,333&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2650L, 1.80 GHz)",32,16,2,8,2,378&nbsp;&nbsp;&nbsp;,386&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2637, 3.00 GHz)",8,4,2,2,2,178&nbsp;&nbsp;&nbsp;,184&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2660, 2.20 GHz)",32,16,2,8,2,445&nbsp;&nbsp;&nbsp;,457&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2640, 2.50 GHz)",24,12,2,6,2,366&nbsp;&nbsp;&nbsp;,375&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2665, 2.40 GHz)",32,16,2,8,2,455&nbsp;&nbsp;&nbsp;,468&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R620 (Intel Xeon E5-2640, 2.50 GHz)",24,12,2,6,2,365&nbsp;&nbsp;&nbsp;,373&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2667, 2.90 GHz)",24,12,2,6,2,417&nbsp;&nbsp;&nbsp;,427&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R620 (Intel Xeon E5-2650, 2.00 GHz)",32,16,2,8,2,420&nbsp;&nbsp;&nbsp;,430&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2670, 2.60 GHz)",32,16,2,8,2,469&nbsp;&nbsp;&nbsp;,483&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R620 (Intel Xeon E5-2650L, 1.80 GHz)",32,16,2,8,2,375&nbsp;&nbsp;&nbsp;,385&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2680, 2.70 GHz)",32,16,2,8,2,477&nbsp;&nbsp;&nbsp;,491&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R620 (Intel Xeon E5-2665, 2.40 GHz)",32,16,2,8,2,454&nbsp;&nbsp;&nbsp;,467&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R620 (Intel Xeon E5-2630, 2.30 GHz)",24,12,2,6,2,352&nbsp;&nbsp;&nbsp;,360&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R620 (Intel Xeon E5-2667, 2.90 GHz)",24,12,2,6,2,416&nbsp;&nbsp;&nbsp;,427&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R620 (Intel Xeon E5-2670, 2.60 GHz)",32,16,2,8,2,470&nbsp;&nbsp;&nbsp;,483&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R620 (Intel Xeon E5-2680, 2.70 GHz)",32,16,2,8,2,478&nbsp;&nbsp;&nbsp;,491&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2603, 1.80 GHz)",8,8,2,4,1,179&nbsp;&nbsp;&nbsp;,184&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2609, 2.40 GHz)",8,8,2,4,1,219&nbsp;&nbsp;&nbsp;,225&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2620, 2.00 GHz)",24,12,2,6,2,328&nbsp;&nbsp;&nbsp;,336&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2630, 2.30 GHz)",24,12,2,6,2,352&nbsp;&nbsp;&nbsp;,361&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2630L, 2.00 GHz)",24,12,2,6,2,324&nbsp;&nbsp;&nbsp;,332&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2637, 3.00 GHz)",8,4,2,2,2,178&nbsp;&nbsp;&nbsp;,183&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2640, 2.50 GHz)",24,12,2,6,2,366&nbsp;&nbsp;&nbsp;,375&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2643, 3.30 GHz)",16,8,2,4,2,326&nbsp;&nbsp;&nbsp;,335&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2650, 2.00 GHz)",32,16,2,8,2,420&nbsp;&nbsp;&nbsp;,431&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2650L, 1.80 GHz)",32,16,2,8,2,376&nbsp;&nbsp;&nbsp;,385&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2660, 2.20 GHz)",32,16,2,8,2,439&nbsp;&nbsp;&nbsp;,439&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2665, 2.40 GHz)",32,16,2,8,2,454&nbsp;&nbsp;&nbsp;,467&nbsp;&nbsp;&nbsp;
Dell Inc.,"PowerEdge R720 (Intel Xeon E5-2667, 2.90 GHz)",24,12,2,6,2,416&nbsp;&nbsp;&nbsp;,427&nbsp;&nbsp;&nbsp;
