TestSponsor,SystemName,BaseCopies,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 5220R, 2.20 GHz)",96,48,2,2,275&nbsp;&nbsp;&nbsp;,285&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 5218R, 2.10 GHz)",80,40,2,2,224&nbsp;&nbsp;&nbsp;,232&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6208U, 2.90 GHz)",32,16,1,2,115&nbsp;&nbsp;&nbsp;,120&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6240R, 2.40 GHz)",96,48,2,2,301&nbsp;&nbsp;&nbsp;,313&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6248R, 3.00 GHz)",96,48,2,2,282&nbsp;&nbsp;&nbsp;,294&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Bronze 3206R, 1.90 GHz)",16,16,2,1,53.9&nbsp;,55.2&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4210R, 2.40 GHz)",40,20,2,2,128&nbsp;&nbsp;&nbsp;,132&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX740C (Intel Xeon Bronze 3206R, 1.90 GHz)",16,16,2,1,59.7&nbsp;,61.1&nbsp;,--,--
Dell Inc.,"PowerEdge MX740C (Intel Xeon Gold 5218R, 2.10 GHz)",80,40,2,2,221&nbsp;&nbsp;&nbsp;,229&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge Mx740 (Intel Xeon Gold 6226R, 2.90 GHz)",64,32,2,2,211&nbsp;&nbsp;&nbsp;,219&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6246R, 3.40 GHz)",64,32,2,2,242&nbsp;&nbsp;&nbsp;,252&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R640 (Intel Xeon Silver 4214R, 2.40 GHz)",48,24,2,2,141&nbsp;&nbsp;&nbsp;,146&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R440 (Intel Xeon Gold 6226, 2.70 GHz)",48,24,2,2,163&nbsp;&nbsp;&nbsp;,169&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R440 (Intel Xeon Gold 5222, 3.80 GHz)",16,8,2,2,64.1&nbsp;,66.4&nbsp;,--,--
Dell Inc.,"PowerEdge T440 (Intel Xeon Silver 4214R, 2.40 GHz)",48,24,2,2,156&nbsp;&nbsp;&nbsp;,162&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R440 (Intel Xeon Gold 5220, 2.20 GHz)",72,36,2,2,216&nbsp;&nbsp;&nbsp;,225&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Platinum 8280, 2.70 GHz)",112,56,2,2,375&nbsp;&nbsp;&nbsp;,391&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R640 (Intel Xeon Bronze 3206R, 1.90 GHz)",16,16,2,1,52.4&nbsp;,53.6&nbsp;,--,--
Dell Inc.,"PowerEdge R640 (Intel Xeon Silver 4215R, 3.20 GHz)",32,16,2,2,110&nbsp;&nbsp;&nbsp;,115&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6258R, 2.70 GHz)",112,56,2,2,361&nbsp;&nbsp;&nbsp;,375&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R6515 (AMD EPYC 7742, 2.25 GHz)",128,64,1,2,343&nbsp;&nbsp;&nbsp;,370&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4215R, 3.20 GHz)",32,16,2,2,120&nbsp;&nbsp;&nbsp;,124&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 5220R, 2.20 GHz)",96,48,2,2,269&nbsp;&nbsp;&nbsp;,280&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6226R, 2.90 GHz)",64,32,2,2,217&nbsp;&nbsp;&nbsp;,225&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6230R, 2.10 GHz)",104,52,2,2,280&nbsp;&nbsp;&nbsp;,291&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Silver 4215R, 3.20 GHz)",32,16,2,2,118&nbsp;&nbsp;&nbsp;,121&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX740C (Intel Xeon Gold 6246R, 3.40 GHz)",64,32,2,2,261&nbsp;&nbsp;&nbsp;,271&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T640 (Intel Xeon Gold 6248R, 3.00 GHz)",96,96,2,1,279&nbsp;&nbsp;&nbsp;,291&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T440 (Intel Xeon Silver 4214R, 2.40 GHz)",48,48,2,1,157&nbsp;&nbsp;&nbsp;,163&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T640 (Intel Xeon Gold 6240R, 2.40 GHz)",96,96,2,1,291&nbsp;&nbsp;&nbsp;,303&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R440 (Intel Xeon Gold 5217, 3.00 GHz)",32,32,2,1,117&nbsp;&nbsp;&nbsp;,121&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T640 (Intel Xeon Gold 6238R, 2.20 GHz)",112,112,2,1,318&nbsp;&nbsp;&nbsp;,330&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R440 (Intel Xeon Gold 5215, 2.50 GHz)",40,40,2,1,129&nbsp;&nbsp;&nbsp;,134&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R440 (Intel Xeon Gold 5218, 2.30 GHz)",64,64,2,1,198&nbsp;&nbsp;&nbsp;,206&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R640 (Intel Xeon Silver 4210R, 2.40 GHz)",40,20,2,2,128&nbsp;&nbsp;&nbsp;,132&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6208U, 2.90 GHz)",32,16,1,2,113&nbsp;&nbsp;&nbsp;,118&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6250, 3.90 GHz)",32,16,2,2,153&nbsp;&nbsp;&nbsp;,158&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6256, 3.60 GHz)",48,24,2,2,212&nbsp;&nbsp;&nbsp;,220&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX740C (Intel Xeon Gold 5220R, 2.20 GHz)",96,48,2,2,286&nbsp;&nbsp;&nbsp;,298&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R540 (Intel Xeon Gold 5218R, 2.10 GHz)",80,40,2,2,230&nbsp;&nbsp;&nbsp;,238&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 6252N, 2.30GHz)",96,48,2,2,293&nbsp;&nbsp;&nbsp;,305&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 6242, 2.80GHz)",64,32,2,2,222&nbsp;&nbsp;&nbsp;,231&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T640 (Intel Xeon Gold 6230R, 2.10 GHz)",104,52,2,2,292&nbsp;&nbsp;&nbsp;,303&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T640 (Intel Xeon Gold 6226R, 2.90 GHz)",64,32,2,2,222&nbsp;&nbsp;&nbsp;,230&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R440 (Intel Xeon Silver 4216, 2.10 GHz)",64,32,2,2,186&nbsp;&nbsp;&nbsp;,193&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740 (Intel Xeon Silver 4216, 2.10 GHz)",64,32,2,2,191&nbsp;&nbsp;&nbsp;,198&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R7525 (AMD EPYC 7H12, 2.60 GHz)",256,128,2,2,701&nbsp;&nbsp;&nbsp;,764&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Silver 4214R, 2.40 GHz)",48,24,2,2,160&nbsp;&nbsp;&nbsp;,165&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Silver 4215R, 3.20 GHz)",32,16,2,2,120&nbsp;&nbsp;&nbsp;,124&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 5220R, 2.20 GHz)",96,48,2,2,286&nbsp;&nbsp;&nbsp;,297&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6226R, 2.90 GHz)",64,32,2,2,226&nbsp;&nbsp;&nbsp;,235&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6230R, 2.10 GHz)",104,52,2,2,296&nbsp;&nbsp;&nbsp;,308&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6240R, 2.40 GHz)",96,48,2,2,297&nbsp;&nbsp;&nbsp;,309&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6242R, 3.10 GHz)",80,40,2,2,296&nbsp;&nbsp;&nbsp;,307&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6246R, 3.40 GHz)",64,32,2,2,266&nbsp;&nbsp;&nbsp;,276&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6238R, 2.20 GHz)",112,56,2,2,320&nbsp;&nbsp;&nbsp;,334&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R6525 (AMD EPYC 7662, 2.00 GHz)",256,128,2,2,674&nbsp;&nbsp;&nbsp;,735&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6246R, 3.40 GHz)",64,32,2,2,250&nbsp;&nbsp;&nbsp;,260&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6248R, 3.00 GHz)",96,48,2,2,317&nbsp;&nbsp;&nbsp;,330&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6258R, 2.70 GHz)",112,56,2,2,345&nbsp;&nbsp;&nbsp;,360&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6248R, 3.00 GHz)",96,48,2,2,286&nbsp;&nbsp;&nbsp;,298&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6240R, 2.40 GHz)",96,48,2,2,281&nbsp;&nbsp;&nbsp;,292&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740 (Intel Xeon Silver 4208, 2.10 GHz)",32,16,2,2,89.7&nbsp;,93.0&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6238R, 2.20 GHz)",112,56,2,2,305&nbsp;&nbsp;&nbsp;,317&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Bronze 3206R, 1.90 GHz)",16,16,2,1,59.7&nbsp;,61.2&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Silver 4210R, 2.40 GHz)",40,20,2,2,128&nbsp;&nbsp;&nbsp;,132&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 5218R, 2.10 GHz)",80,40,2,2,237&nbsp;&nbsp;&nbsp;,245&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6248R, 3.00 GHz)",96,48,2,2,330&nbsp;&nbsp;&nbsp;,343&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6242R, 3.10GHz)",80,40,2,2,288&nbsp;&nbsp;&nbsp;,299&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R440 (Intel Xeon Bronze 3204, 1.90 GHz)",12,12,2,1,44.2&nbsp;,45.2&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6250, 3.90 GHz)",32,16,2,2,155&nbsp;&nbsp;&nbsp;,160&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6256, 3.60 GHz)",48,24,2,2,212&nbsp;&nbsp;&nbsp;,219&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R840 (Intel Xeon Gold 6252N, 2.30 GHz)",192,96,4,2,571&nbsp;&nbsp;&nbsp;,592&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T640 (Intel Xeon Silver 4215R, 3.20 GHz)",32,16,2,2,119&nbsp;&nbsp;&nbsp;,123&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge T640 (Intel Xeon Gold 5218R, 2.10 GHz)",80,40,2,2,229&nbsp;&nbsp;&nbsp;,237&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Silver 4214R, 2.40 GHz)",48,24,2,2,159&nbsp;&nbsp;&nbsp;,165&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R440 (Intel Xeon Gold 5218R, 2.10 GHz)",80,40,2,2,230&nbsp;&nbsp;&nbsp;,239&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R6515 (AMD EPYC 7763, 2.45 GHz)",128,64,1,2,406&nbsp;&nbsp;&nbsp;,431&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 6208U, 2.90 GHz)",32,16,1,2,115&nbsp;&nbsp;&nbsp;,119&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6525 (AMD EPYC 7713 64-Core Processor),256,128,2,2,742&nbsp;&nbsp;&nbsp;,783&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6525 (AMD EPYC 7543 32-Core Processor),128,64,2,2,538&nbsp;&nbsp;&nbsp;,556&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7763 64-Core Processor),256,128,2,2,790&nbsp;&nbsp;&nbsp;,835&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7543 32-Core Processor),128,64,2,2,535&nbsp;&nbsp;&nbsp;,555&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7713 64-Core Processor),256,128,2,2,740&nbsp;&nbsp;&nbsp;,782&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7763 64-Core Processor),256,128,2,2,798&nbsp;&nbsp;&nbsp;,846&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7515 (AMD EPYC 7763 64-Core Processor),128,64,1,2,402&nbsp;&nbsp;&nbsp;,426&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7543 32-Core Processor),128,64,2,2,538&nbsp;&nbsp;&nbsp;,560&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6525 (AMD EPYC 7763 64-Core Processor),256,128,2,2,801&nbsp;&nbsp;&nbsp;,845&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7713 64-Core Processor),256,128,2,2,741&nbsp;&nbsp;&nbsp;,784&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 75F3 32-Core Processor),128,64,2,2,563&nbsp;&nbsp;&nbsp;,584&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7413 24-Core Processor),96,48,2,2,413&nbsp;&nbsp;&nbsp;,428&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7313 16-Core Processor),64,32,2,2,306&nbsp;&nbsp;&nbsp;,315&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6525 (AMD EPYC 7313 16-Core Processor),64,32,2,2,306&nbsp;&nbsp;&nbsp;,314&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7413 24-Core Processor),96,48,2,2,400&nbsp;&nbsp;&nbsp;,412&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7313 16-Core Processor),64,32,2,2,305&nbsp;&nbsp;&nbsp;,313&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 75F3 32-Core Processor),128,64,2,2,559&nbsp;&nbsp;&nbsp;,581&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6525 (AMD EPYC 7413 24-Core Processor),96,48,2,2,408&nbsp;&nbsp;&nbsp;,421&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Platinum 8358, 2.60 GHz)",128,64,2,2,467&nbsp;&nbsp;&nbsp;,485&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Platinum 8360Y, 2.40 GHz)",144,72,2,2,487&nbsp;&nbsp;&nbsp;,507&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 6314U, 2.30 GHz)",64,32,1,2,220&nbsp;&nbsp;&nbsp;,228&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Platinum 8352Y, 2.20 GHz)",128,64,2,2,413&nbsp;&nbsp;&nbsp;,427&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Platinum 8368, 2.40 GHz)",152,76,2,2,488&nbsp;&nbsp;&nbsp;,506&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6515 (AMD EPYC 75F3 32-Core Processor),64,32,1,2,282&nbsp;&nbsp;&nbsp;,291&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6515 (AMD EPYC 7413 24-Core Processor),48,24,1,2,210&nbsp;&nbsp;&nbsp;,216&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7515 (AMD EPYC 75F3 32-Core Processor),64,32,1,2,284&nbsp;&nbsp;&nbsp;,293&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7515 (AMD EPYC 7413 24-Core Processor),48,24,1,2,210&nbsp;&nbsp;&nbsp;,217&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7515 (AMD EPYC 7763 64-Core Processor),128,64,1,2,406&nbsp;&nbsp;&nbsp;,431&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7543 32-Core Processor),128,64,2,2,537&nbsp;&nbsp;&nbsp;,557&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7713 64-Core Processor),256,128,2,2,748&nbsp;&nbsp;&nbsp;,790&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7763 64-Core Processor),256,128,2,2,802&nbsp;&nbsp;&nbsp;,853&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Platinum 8380, 2.30 GHz)",160,80,2,2,550&nbsp;&nbsp;&nbsp;,574&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Platinum 8368, 2.40 GHz)",152,76,2,2,525&nbsp;&nbsp;&nbsp;,545&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Platinum 8351N, 2.40 GHz)",72,36,1,2,243&nbsp;&nbsp;&nbsp;,253&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Platinum 8360Y, 2.40 GHz)",144,72,2,2,494&nbsp;&nbsp;&nbsp;,514&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 6354, 3.00 GHz)",72,36,2,2,308&nbsp;&nbsp;&nbsp;,318&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Platinum 8358, 2.60 GHz)",128,64,2,2,468&nbsp;&nbsp;&nbsp;,485&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Platinum 8380, 2.30 GHz)",160,80,2,2,550&nbsp;&nbsp;&nbsp;,572&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Platinum 8352Y, 2.20 GHz)",128,64,2,2,425&nbsp;&nbsp;&nbsp;,441&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Gold 6348, 2.60 GHz)",112,56,2,2,412&nbsp;&nbsp;&nbsp;,428&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Platinum 8352Y, 2.20 GHz)",128,64,2,2,412&nbsp;&nbsp;&nbsp;,427&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Gold 6338N, 2.20 GHz)",128,64,2,2,400&nbsp;&nbsp;&nbsp;,415&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Platinum 8352V, 2.10 GHz)",144,72,2,2,429&nbsp;&nbsp;&nbsp;,446&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Gold 6314U, 2.30 GHz)",64,32,1,2,216&nbsp;&nbsp;&nbsp;,224&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 6346, 3.10 GHz)",64,32,2,2,281&nbsp;&nbsp;&nbsp;,290&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Platinum 8351N, 2.40 GHz)",72,36,1,2,237&nbsp;&nbsp;&nbsp;,247&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Platinum 8368, 2.40 GHz)",152,76,2,2,515&nbsp;&nbsp;&nbsp;,535&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Platinum 8368, 2.40 GHz)",152,76,2,2,511&nbsp;&nbsp;&nbsp;,530&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Platinum 8352Y, 2.20 GHz)",128,64,2,2,422&nbsp;&nbsp;&nbsp;,437&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Platinum 8360Y, 2.40 GHz)",144,72,2,2,489&nbsp;&nbsp;&nbsp;,509&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Platinum 8351N, 2.40 GHz)",72,36,1,2,232&nbsp;&nbsp;&nbsp;,241&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Platinum 8358P, 2.60 GHz)",128,64,2,2,453&nbsp;&nbsp;&nbsp;,470&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 6354, 3.00 GHz)",72,36,2,2,308&nbsp;&nbsp;&nbsp;,318&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Platinum 8380, 2.30 GHz)",160,80,2,2,533&nbsp;&nbsp;&nbsp;,555&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Platinum 8358, 2.60 GHz)",128,64,2,2,462&nbsp;&nbsp;&nbsp;,480&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 6314U, 2.30 GHz)",64,32,1,2,217&nbsp;&nbsp;&nbsp;,225&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Platinum 8358P, 2.60 GHz)",128,64,2,2,442&nbsp;&nbsp;&nbsp;,459&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Platinum 8380, 2.30 GHz)",160,80,2,2,519&nbsp;&nbsp;&nbsp;,540&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Platinum 8358, 2.60 GHz)",128,64,2,2,468&nbsp;&nbsp;&nbsp;,486&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Platinum 8368, 2.40 GHz)",152,76,2,2,493&nbsp;&nbsp;&nbsp;,511&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 6338N, 2.20 GHz)",128,64,2,2,404&nbsp;&nbsp;&nbsp;,420&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Platinum 8360Y, 2.40 GHz)",144,72,2,2,482&nbsp;&nbsp;&nbsp;,501&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 6330N, 2.20 GHz)",112,56,2,2,349&nbsp;&nbsp;&nbsp;,362&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 6354, 3.00 GHz)",72,36,2,2,305&nbsp;&nbsp;&nbsp;,315&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 6330, 2.00 GHz)",112,56,2,2,361&nbsp;&nbsp;&nbsp;,374&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 6314U, 2.30 GHz)",64,32,1,2,220&nbsp;&nbsp;&nbsp;,229&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Platinum 8352Y, 2.20 GHz)",128,64,2,2,417&nbsp;&nbsp;&nbsp;,432&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 6348, 2.60 GHz)",112,56,2,2,414&nbsp;&nbsp;&nbsp;,429&nbsp;&nbsp;&nbsp;,--,--
