TestSponsor,SystemName,BaseCopies,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.10 GHz, Intel Xeon Gold 5318Y)",96,48,2,2,316&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.20 GHz, Intel Xeon Gold 5320)",104,52,2,2,360&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.90 GHz, Intel Xeon Gold 6326)",64,32,2,2,262&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (3.60 GHz, Intel Xeon Gold 6334)",32,16,2,2,145&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.40 GHz, Intel Xeon Gold 6336Y)",96,48,2,2,352&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.80 GHz, Intel Xeon Gold 6342)",96,48,2,2,380&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD630 V2 (3.60 GHz, Intel Xeon Gold 6334)",32,16,2,2,145&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (2.90 GHz, Intel Xeon Gold 6326)",64,32,2,2,260&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (2.40 GHz, Intel Xeon Gold 6336Y)",96,48,2,2,353&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (2.30 GHz, Intel Xeon Silver 4316)",80,40,2,2,278&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (3.20 GHz, Intel Xeon Gold 5315Y)",32,16,2,2,138&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (2.10 GHz, Intel Xeon Gold 5318N)",96,48,2,2,321&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (2.10 GHz, Intel Xeon Gold 5318S)",96,48,2,2,315&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (2.30 GHz, Intel Xeon Gold 5320T)",80,40,2,2,285&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR655 3.20 GHz, AMD EPYC 74F3",48,24,1,2,229&nbsp;&nbsp;&nbsp;,237&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR655 3.00 GHz, AMD EPYC 7313",32,16,1,2,155&nbsp;&nbsp;&nbsp;,159&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR655 3.00 GHz, AMD EPYC 7313P",32,16,1,2,155&nbsp;&nbsp;&nbsp;,159&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR655 3.20 GHz, AMD EPYC 7343",32,16,1,2,160&nbsp;&nbsp;&nbsp;,165&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 V2 (2.10 GHz, Intel Xeon Gold 5318Y)",96,48,2,2,316&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR650 V2 (2.20 GHz, Intel Xeon Gold 5320)",104,52,2,2,359&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (2.80 GHz, Intel Xeon Gold 6342)",96,48,2,2,372&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (2.30 GHz, Intel Xeon Platinum 8352M)",128,64,2,2,413&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.30 GHz, Intel Xeon Platinum 8352M)",128,64,2,2,429&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR635 2.95 GHz, AMD EPYC 75F3",64,32,1,2,281&nbsp;&nbsp;&nbsp;,293&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR635 2.80 GHz, AMD EPYC 7543",64,32,1,2,273&nbsp;&nbsp;&nbsp;,284&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR635 2.80 GHz, AMD EPYC 7543P",64,32,1,2,273&nbsp;&nbsp;&nbsp;,284&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR635 2.30 GHz, AMD EPYC 7643",96,48,1,2,333&nbsp;&nbsp;&nbsp;,348&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (2.40 GHz, Intel Xeon Silver 4314)",64,32,2,2,232&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (3.00 GHz, Intel Xeon Gold 5317)",48,24,2,2,200&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (2.10 GHz, Intel Xeon Gold 5318Y)",96,48,2,2,316&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (2.20 GHz, Intel Xeon Gold 5320)",104,52,2,2,358&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (2.30 GHz, Intel Xeon Silver 4316)",80,40,2,2,276&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (3.00 GHz, Intel Xeon Gold 5317)",48,24,2,2,200&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR655 3.70 GHz, AMD EPYC 72F3",16,8,1,2,92.6&nbsp;,94.8&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR655 3.50 GHz, AMD EPYC 73F3",32,16,1,2,171&nbsp;&nbsp;&nbsp;,176&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR655 2.60 GHz, AMD EPYC 7513",64,32,1,2,252&nbsp;&nbsp;&nbsp;,264&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR655 2.00 GHz, AMD EPYC 7713P",128,64,1,2,380&nbsp;&nbsp;&nbsp;,401&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR635 2.60 GHz, AMD EPYC 7513",64,32,1,2,251&nbsp;&nbsp;&nbsp;,262&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR635 2.00 GHz, AMD EPYC 7663",112,56,1,2,346&nbsp;&nbsp;&nbsp;,362&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR635 2.00 GHz, AMD EPYC 7713",128,64,1,2,382&nbsp;&nbsp;&nbsp;,403&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR635 2.00 GHz, AMD EPYC 7713P",128,64,1,2,377&nbsp;&nbsp;&nbsp;,398&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR655 2.00 GHz, AMD EPYC 7663",112,56,1,2,356&nbsp;&nbsp;&nbsp;,375&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR635 3.20 GHz, AMD EPYC 74F3",48,24,1,2,229&nbsp;&nbsp;&nbsp;,237&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR635 3.00 GHz, AMD EPYC 7313P",32,16,1,2,155&nbsp;&nbsp;&nbsp;,160&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (2.80 GHz, Intel Xeon Silver 4309Y)",32,16,2,2,129&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (2.30 GHz, Intel Xeon Silver 4310T)",40,20,2,2,145&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR650 V2 (2.80 GHz, Intel Xeon Silver 4309Y)",32,16,2,2,131&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR650 V2 (2.30 GHz, Intel Xeon Silver 4310T)",40,20,2,2,144&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.00 GHz, AMD EPYC 7663",224,112,2,2,704&nbsp;&nbsp;&nbsp;,742&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (2.80 GHz, Intel Xeon Silver 4309Y)",32,16,2,2,129&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.80 GHz, Intel Xeon Silver 4309Y)",32,16,2,2,130&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.30 GHz, Intel Xeon Silver 4310T)",40,20,2,2,146&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR635 2.95 GHz, AMD EPYC 75F3",64,32,1,2,284&nbsp;&nbsp;&nbsp;,296&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR635 2.65 GHz, AMD EPYC 7413",48,24,1,2,212&nbsp;&nbsp;&nbsp;,219&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR635 2.00 GHz, AMD EPYC 7663",112,56,1,2,356&nbsp;&nbsp;&nbsp;,375&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.00 GHz, AMD EPYC 7663",224,112,2,2,715&nbsp;&nbsp;&nbsp;,753&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SD630 V2 (2.40 GHz, Intel Xeon Platinum 8368)",152,76,2,2,504&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkServer SR660 V2 (2.30 GHz, Intel Xeon Platinum 8380)",160,80,2,2,566&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR250 V2 (3.20 GHz, Intel Xeon E-2388G)",16,8,1,2,69.9&nbsp;,73.2&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR250 V2 (3.20 GHz, Intel Xeon E-2388G)",16,8,1,2,59.2&nbsp;,Not Run,681,Not Run
Lenovo Global Technology,"ThinkSystem ST50 V2 (3.20 GHz,Intel Xeon E-2388G)",16,8,1,2,69.3&nbsp;,72.5&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST250 V2 (3.20 GHz,Intel Xeon E-2388G)",16,8,1,2,69.6&nbsp;,72.8&nbsp;,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.20 GHz, Intel Xeon Platinum 8352Y)",64,32,1,2,215&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.20 GHz, AMD EPYC 7773X",256,128,2,2,828&nbsp;&nbsp;&nbsp;,895&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 V2 (2.30 GHz, Intel Xeon Silver 4316)",80,40,2,2,280&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST50 V2 (2.80 GHz, Intel Xeon E-2314)",4,4,1,1,29.8&nbsp;,30.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST50 V2 (3.10 GHz, Intel Xeon E-2324G)",4,4,1,1,34.6&nbsp;,35.8&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST50 V2 (3.40 GHz, Intel Xeon E-2334)",8,4,1,2,40.9&nbsp;,42.5&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR250 V2 (2.80 GHz, Intel Xeon E-2314)",4,4,1,1,29.8&nbsp;,30.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST250 V2 (2.90 GHz, Intel Xeon E-2336)",12,6,1,2,51.6&nbsp;,53.8&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR250 V2 (3.10 GHz, Intel Xeon E-2324G)",4,4,1,1,35.0&nbsp;,36.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR250 V2 (3.40 GHz, Intel Xeon E-2334)",8,4,1,2,41.2&nbsp;,42.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR250 V2 (3.20 GHz, Intel Xeon E-2356G)",12,6,1,2,55.3&nbsp;,57.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR250 V2 (2.80 GHz, Intel Xeon E-2378G)",16,8,1,2,65.9&nbsp;,68.8&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR250 V2 (3.50 GHz, Intel Xeon E-2386G)",12,6,1,2,58.7&nbsp;,61.3&nbsp;,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.20 GHz, Intel Xeon Gold 6330N)",56,28,1,2,175&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.40 GHz, Intel Xeon Gold 6336Y)",48,24,1,2,175&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.20 GHz, Intel Xeon Gold 6338N)",64,32,1,2,205&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.10 GHz, Intel Xeon Gold 6338T)",48,24,1,2,162&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkEdge SE450 (3.00 GHz, Intel Xeon Gold 6354)",36,18,1,2,154&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.10 GHz, Intel Xeon Platinum 8352V)",72,36,1,2,219&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST50 V2 (2.90 GHz, Intel Xeon E-2336)",12,6,1,2,52.5&nbsp;,54.5&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST50 V2 (3.20 GHz, Intel Xeon E-2356G)",12,6,1,2,54.5&nbsp;,56.9&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST50 V2 (3.70 GHz, Intel Xeon E-2374G)",8,4,1,2,42.5&nbsp;,44.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST50 V2 (2.60 GHz, Intel Xeon E-2378)",16,8,1,2,60.2&nbsp;,63.0&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST50 V2 (2.80 GHz, Intel Xeon E-2378G)",16,8,1,2,65.4&nbsp;,68.5&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST250 V2 (2.80 GHz, Intel Xeon E-2314)",4,4,1,1,29.1&nbsp;,29.9&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST250 V2 (3.10 GHz, Intel Xeon E-2324G)",4,4,1,1,33.4&nbsp;,34.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST250 V2 (2.80 GHz, Intel Xeon E-2378G)",16,8,1,2,64.6&nbsp;,67.5&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST250 V2 (3.50 GHz, Intel Xeon E-2386G)",12,6,1,2,56.2&nbsp;,58.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST50 V2 (3.50 GHz, Intel Xeon E-2386G)",12,6,1,2,58.0&nbsp;,60.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR250 V2 (2.90 GHz, Intel Xeon E-2336)",12,6,1,2,52.9&nbsp;,55.2&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR250 V2 (3.70 GHz, Intel Xeon E-2374G)",8,4,1,2,42.8&nbsp;,44.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR250 V2 (2.60 GHz, Intel Xeon E-2378)",16,8,1,2,60.7&nbsp;,63.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST250 V2 (3.40 GHz, Intel Xeon E-2334)",8,4,1,2,38.8&nbsp;,40.2&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST250 V2 (3.20 GHz, Intel Xeon E-2356G)",12,6,1,2,53.2&nbsp;,55.5&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST250 V2 (3.70 GHz, Intel Xeon E-2374G)",8,4,1,2,41.1&nbsp;,42.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST250 V2 (2.60 GHz, Intel Xeon E-2378)",16,8,1,2,60.3&nbsp;,62.9&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 3.05 GHz, AMD EPYC 7373X",64,32,2,2,340&nbsp;&nbsp;&nbsp;,353&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.10 GHz, Intel Xeon Gold 5318N)",48,24,1,2,157&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.30 GHz, Intel Xeon Gold 5320T)",40,20,1,2,141&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.90 GHz, Intel Xeon Gold 6326)",32,16,1,2,131&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.00 GHz, Intel Xeon Gold 6330)",56,28,1,2,182&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.80 GHz, AMD EPYC 7473X",96,48,2,2,468&nbsp;&nbsp;&nbsp;,488&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.80 GHz, AMD EPYC 7573X",128,64,2,2,576&nbsp;&nbsp;&nbsp;,606&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.30 GHz, Intel Xeon Silver 4310T)",20,10,1,2,73.0&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.40 GHz, Intel Xeon Silver 4314)",32,16,1,2,115&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkEdge SE450 (2.30 GHz, Intel Xeon Silver 4316)",40,20,1,2,137&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkEdge SE450 (3.00 GHz, Intel Xeon Gold 5317)",24,12,1,2,100&nbsp;&nbsp;&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.20 GHz, AMD EPYC 7773X",256,128,2,2,830&nbsp;&nbsp;&nbsp;,899&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 3.05 GHz, AMD EPYC 7373X",64,32,2,2,340&nbsp;&nbsp;&nbsp;,352&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.80 GHz, AMD EPYC 7473X",96,48,2,2,468&nbsp;&nbsp;&nbsp;,488&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.80 GHz, AMD EPYC 7573X",128,64,2,2,575&nbsp;&nbsp;&nbsp;,604&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 V3 2.40 GHz, AMD EPYC 9654",384,192,2,2,1660&nbsp;&nbsp;&nbsp;,1780&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 V3 2.40 GHz, AMD EPYC 9654",384,192,2,2,1190&nbsp;&nbsp;&nbsp;,1280&nbsp;&nbsp;&nbsp;,1890,1990
M Computers s.r.o.,"HPC S2600WFT (2.30 GHz, Intel Xeon Gold 5118)",48,24,2,2,119&nbsp;&nbsp;&nbsp;,Not Run,--,--
M Computers s.r.o.,"HPC S2600WFT (2.10 GHz, Intel Xeon Gold 6130)",64,32,2,2,155&nbsp;&nbsp;&nbsp;,Not Run,--,--
M Computers s.r.o.,"HPC S2600WFT (2.10 GHz, Intel Xeon Silver 4116)",48,24,2,2,110&nbsp;&nbsp;&nbsp;,Not Run,--,--
M Computers s.r.o.,"HPC S2600WFT (2.20 GHz, Intel Xeon Silver 4114)",40,20,2,2,94.1&nbsp;,Not Run,--,--
M Computers s.r.o.,"HPC S2600WFT (2.10 GHz, Intel Xeon Silver 4110)",32,16,2,2,73.4&nbsp;,Not Run,--,--
M Computers s.r.o.,"HPC S2600WFT (1.80 GHz, Intel Xeon Silver 4108)",32,16,2,2,65.5&nbsp;,Not Run,--,--
M Computers s.r.o.,"HPC S2600WFT (2.60 GHz, Intel Xeon Silver 4112)",16,8,2,2,44.1&nbsp;,Not Run,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Platinum 8164),104,52,2,2,228&nbsp;&nbsp;&nbsp;,245&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Platinum 8160),96,48,2,2,225&nbsp;&nbsp;&nbsp;,241&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 6142),64,32,2,2,173&nbsp;&nbsp;&nbsp;,185&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 6140),72,36,2,2,181&nbsp;&nbsp;&nbsp;,193&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 6138),80,40,2,2,180&nbsp;&nbsp;&nbsp;,193&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 6134),32,16,2,2,105&nbsp;&nbsp;&nbsp;,112&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 5122),16,8,2,2,55.5&nbsp;,58.8&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 5120),56,28,2,2,134&nbsp;&nbsp;&nbsp;,142&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Bronze 3106),16,16,2,1,44.8&nbsp;,46.6&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 5118),48,24,2,2,120&nbsp;&nbsp;&nbsp;,128&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 6130),64,32,2,2,158&nbsp;&nbsp;&nbsp;,168&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Silver 4108),32,16,2,2,65.9&nbsp;,69.7&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Silver 4110),32,16,2,2,73.0&nbsp;,77.5&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Silver 4116),48,24,2,2,108&nbsp;&nbsp;&nbsp;,115&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Bronze 3104),12,12,2,1,33.6&nbsp;,35.0&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 6132),56,28,2,2,157&nbsp;&nbsp;&nbsp;,167&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 6152),88,44,2,2,201&nbsp;&nbsp;&nbsp;,214&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Silver 4114),40,20,2,2,93.9&nbsp;,99.7&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Gold 5122),8,4,1,2,28.6&nbsp;,30.2&nbsp;,--,--
NEC Corporation,Express5800/R120h-1M (Intel Xeon Bronze 3104),6,6,1,1,17.1&nbsp;,17.8&nbsp;,--,--
NEC Corporation,"Express5800/A2040e (2.50 GHz, Intel Xeon Platinum 8180)",224,112,4,2,550&nbsp;&nbsp;&nbsp;,586&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,"Express5800/A2040e (2.10 GHz, Intel Xeon Platinum 8176)",224,112,4,2,485&nbsp;&nbsp;&nbsp;,513&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-2E (Intel Xeon Silver 4110),32,16,2,2,71.8&nbsp;,76.0&nbsp;,--,--
NEC Corporation,"Express5800/A2040e (2.40 GHz, Intel Xeon Gold 5115)",80,40,4,2,194&nbsp;&nbsp;&nbsp;,210&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,"Express5800/A2040e (3.60 GHz, Intel Xeon Gold 5122)",32,16,4,2,110&nbsp;&nbsp;&nbsp;,117&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,"Express5800/A2040e (3.00 GHz, Intel Xeon Gold 6136)",96,48,4,2,283&nbsp;&nbsp;&nbsp;,302&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,"Express5800/A2040e (3.50 GHz, Intel Xeon Gold 6144)",64,32,4,2,225&nbsp;&nbsp;&nbsp;,239&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,"Express5800/A2040e (3.60 GHz, Intel Xeon Platinum 8156)",32,16,4,2,110&nbsp;&nbsp;&nbsp;,117&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,"Express5800/A2040e (2.70 GHz, Intel Xeon Gold 6150)",144,72,4,2,388&nbsp;&nbsp;&nbsp;,416&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,"Express5800/A2040e (2.10 GHz, Intel Xeon Platinum 8160)",192,96,4,2,437&nbsp;&nbsp;&nbsp;,467&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,"Express5800/A2040e (2.10 GHz, Intel Xeon Platinum 8176M)",224,112,4,2,479&nbsp;&nbsp;&nbsp;,514&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,"Express5800/A2040e (2.50 GHz, Intel Xeon Platinum 8180M)",224,112,4,2,548&nbsp;&nbsp;&nbsp;,590&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 6138),40,20,1,2,96.8&nbsp;,103&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 6134),16,8,1,2,54.9&nbsp;,58.0&nbsp;,--,--
NEC Corporation,Express5800/R120h-2E (Intel Xeon Bronze 3104),12,12,2,1,33.0&nbsp;,34.5&nbsp;,--,--
NEC Corporation,Express5800/R120h-2E (Intel Xeon Silver 4112),16,8,2,2,43.6&nbsp;,46.1&nbsp;,--,--
NEC Corporation,Express5800/R120h-2M (Intel Xeon Gold 5118),48,24,2,2,119&nbsp;&nbsp;&nbsp;,126&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-2E (Intel Xeon Silver 4114),40,20,2,2,92.4&nbsp;,98.0&nbsp;,--,--
NEC Corporation,Express5800/R120h-2M (Intel Xeon Gold 6148),80,40,2,2,203&nbsp;&nbsp;&nbsp;,217&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/R120h-2M (Intel Xeon Platinum 8170M),104,52,2,2,245&nbsp;&nbsp;&nbsp;,262&nbsp;&nbsp;&nbsp;,--,--
NEC Corporation,Express5800/D120h (Intel Xeon Gold 6140),36,18,1,2,95.5&nbsp;,102&nbsp;&nbsp;&nbsp;,--,--
