,TestSponsor,SystemName,AutoParallel,EnabledCores,EnabledChips,Cores/Chips,Threads/Core,Base,Peak
1128,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4110, 2.10 GHz)",Yes,16,2,8,1,109.0,114.0
1129,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6142, 2.60 GHz)",Yes,32,2,16,1,145.0,151.0
1130,Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4114, 2.20 GHz)",Yes,20,2,10,1,113.0,117.0
1131,Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4110, 2.10 GHz)",Yes,16,2,8,1,109.0,113.0
1132,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6134, 3.20 GHz)",Yes,16,2,8,1,147.0,151.0
1133,Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8180M, 2.50 GHz)",Yes,112,4,28,1,144.0,150.0
1134,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6128, 3.40 GHz)",Yes,12,2,6,1,134.0,138.0
1135,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5122, 3.60 GHz)",Yes,8,2,4,1,123.0,126.0
1136,Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4108, 1.80 GHz)",Yes,16,2,8,1,103.0,109.0
1137,Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8180, 2.50 GHz)",Yes,56,2,28,1,149.0,155.0
1138,Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6130, 2.10 GHz)",Yes,32,2,16,1,137.0,145.0
1139,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6134M, 3.20 GHz)",Yes,16,2,8,1,145.0,149.0
1140,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6136, 3.00 GHz)",Yes,24,2,12,1,149.0,-1.0
1141,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5115, 2.40 GHz)",Yes,20,2,10,1,124.0,129.0
1142,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4114, 2.20 GHz)",Yes,20,2,10,1,115.0,120.0
1143,Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6128, 3.40 GHz)",Yes,12,2,6,1,135.0,138.0
1144,Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Bronze 3106, 1.70 GHz)",Yes,16,2,8,1,73.5,74.9
1145,Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",Yes,52,2,26,1,138.0,145.0
1146,Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Bronze 3104, 1.70 GHz)",Yes,12,2,6,1,67.4,68.6
1147,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Bronze 3106, 1.70 GHz)",Yes,16,2,8,1,73.8,75.3
1148,Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6140, 2.30 GHz)",Yes,36,2,18,1,142.0,149.0
1149,Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6134, 3.20 GHz)",Yes,16,2,8,1,143.0,147.0
1150,Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6152, 2.10 GHz)",Yes,44,2,22,1,139.0,147.0
1151,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4116, 2.10 GHz)",Yes,24,2,12,1,117.0,122.0
1152,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8180M, 2.50 GHz)",Yes,56,2,28,1,149.0,156.0
1153,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4108, 1.80 GHz)",Yes,16,2,8,1,104.0,110.0
1154,Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6130, 2.10 GHz)",Yes,32,2,16,1,138.0,145.0
1155,Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5118, 2.30 GHz)",Yes,24,2,12,1,123.0,129.0
1156,Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",Yes,52,2,26,1,142.0,149.0
1157,Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6148, 2.40 GHz)",Yes,80,4,20,1,143.0,150.0
1158,Cryo Performance Computing Ltd,Cryo Octane EDP-WS,Yes,12,2,6,1,69.3,73.2
1159,Cryo Performance Computing Ltd,Cryo Quad EUP-RO,Yes,4,1,4,1,73.2,76.2
1160,Dell Inc.,"Dell Precision 380 (3.73 GHz, Pentium Exteme Edition 965)",No,2,1,2,1,12.4,-2.0
1161,Dell Inc.,"Dell Precision 380 (3.8 GHz, Pentium 4 processor 670)",No,1,1,1,1,12.2,-2.0
1162,Dell Inc.,"Dell Precision M90 (Intel T7600, 2.33 GHz)",No,2,1,2,1,12.5,12.7
1163,Dell Inc.,"Dell Precision 390 (Intel X6800, 2.93 GHz)",No,2,1,2,1,16.0,16.2
1164,Dell Inc.,"Dell Precision 690 (Intel Xeon 5160, 3.00 GHz)",No,2,1,2,1,15.3,15.6
1165,Dell Inc.,PowerEdge 840,No,2,1,2,1,9.83,-1.0
1166,Dell Inc.,"Dell Precision M6300 (Intel X7900, 2.80 GHz)",No,2,1,2,1,16.3,16.7
1167,Dell Inc.,"Dell Precision 390 (Intel X6800, 2.93 GHz)",No,2,1,2,1,17.3,17.7
1168,Dell Inc.,"Dell Precision 390 (Intel QX6800, 2.93 GHz)",No,4,1,4,1,17.1,17.6
1169,Dell Inc.,"Dell Precision 690 (Intel Xeon X5365, 3.00 GHz)",No,4,1,4,1,16.5,16.9
1170,Dell Inc.,"Dell Precision 690 (Intel 5160, 3.00 GHz)",No,2,1,2,1,16.5,16.9
1171,Dell Inc.,"Dell Precision T7400 (Intel Xeon X5272, 3.40 GHz)",Yes,4,2,2,1,19.9,22.2
1172,Dell Inc.,"Dell Precision T7400 (Intel Xeon X5482, 3.20 GHz)",Yes,8,2,4,1,20.2,22.2
1173,Dell Inc.,"Dell Precision T3400 (Intel E6850, 3.00 GHz)",Yes,2,1,2,1,19.1,20.1
1174,Dell Inc.,"Dell Precision T3400 (Intel QX6850, 3.00 GHz)",Yes,4,1,4,1,19.6,20.6
1175,Dell Inc.,"Dell Precision T3400 (Intel QX9650, 3.00 GHz)",Yes,4,1,4,1,20.7,21.9
1176,Dell Inc.,"Dell Precision T3400 (Intel E8500, 3.16 GHz)",Yes,2,1,2,1,20.8,21.9
1177,Dell Inc.,"Dell Precision M6300 (Intel X9000, 2.80 GHz)",Yes,2,1,2,1,17.5,18.5
1178,Dell Inc.,"Dell Precision M6300 (Intel X9000, 2.80 GHz)",Yes,2,1,2,1,17.8,18.7
1179,Dell Inc.,"Dell Precision T7400 (Intel Xeon X5482, 3.20 GHz)",Yes,8,2,4,1,20.1,22.1
1180,Dell Inc.,"Dell Precision T7400 (Intel Xeon X5272, 3.40 GHz)",Yes,4,2,2,1,20.7,22.9
1181,Dell Inc.,"Dell Precision M6300 (Intel T9500, 2.60 GHz)",Yes,2,1,2,1,17.4,18.4
1182,Dell Inc.,"Dell Precision T3400 (Intel QX9650, 3.00 GHz)",Yes,4,1,4,1,20.8,22.0
1183,Dell Inc.,"Dell Precision T3400 (Intel E8500, 3.16 GHz)",Yes,2,1,2,1,21.1,22.1
1184,Dell Inc.,"Dell Precision R5400 (Intel Xeon E5450, 3.00 GHz)",Yes,8,2,4,1,17.9,19.6
1185,Dell Inc.,"Dell Precision R5400 (Intel Xeon X5260, 3.33 GHz)",Yes,4,2,2,1,18.9,20.8
1186,Dell Inc.,"PowerEdge 2900 III (Intel Xeon X5460, 3.16 GHz)",Yes,8,2,4,1,20.1,23.8
1187,Dell Inc.,"PowerEdge 2900 III (Intel Xeon E5450, 3.00 GHz)",Yes,8,2,4,1,19.5,23.1
1188,Dell Inc.,"PowerEdge M600 (Intel Xeon E5450, 3.00 GHz)",Yes,8,2,4,1,19.3,22.8
1189,Dell Inc.,"PowerEdge M600 (Intel Xeon E5420, 2.50 GHz)",Yes,8,2,4,1,17.4,20.5
1190,Dell Inc.,"PowerEdge M600 (Intel Xeon X5460, 3.16 GHz)",Yes,8,2,4,1,20.1,23.9
1191,Dell Inc.,"PowerEdge 2900 III (Intel Xeon X5260, 3.33 GHz)",Yes,4,2,2,1,20.6,24.1
1192,Dell Inc.,"PowerEdge M600 (Intel Xeon E5205, 1.86 GHz)",Yes,4,2,2,1,13.4,15.5
1193,Dell Inc.,"PowerEdge M600 (Intel Xeon E5405, 2.00 GHz)",Yes,8,2,4,1,15.2,17.9
1194,Dell Inc.,"PowerEdge M600 (Intel Xeon E5410, 2.33 GHz)",Yes,8,2,4,1,16.7,19.7
1195,Dell Inc.,"PowerEdge M600 (Intel Xeon E5420, 2.50 GHz)",Yes,8,2,4,1,17.4,20.5
1196,Dell Inc.,"PowerEdge M600 (Intel Xeon E5430, 2.66 GHz)",Yes,8,2,4,1,18.1,21.5
1197,Dell Inc.,"PowerEdge M600 (Intel Xeon L5240, 3.00GHz)",Yes,4,2,2,1,19.4,22.7
1198,Dell Inc.,"PowerEdge M600 (Intel Xeon X5260, 3.33 GHz)",Yes,4,2,2,1,20.6,24.1
1199,Dell Inc.,"PowerEdge M805 (AMD Opteron 2356, 2.3 GHz)",No,8,2,4,1,13.0,14.9
1200,Dell Inc.,"PowerEdge M805 (AMD Opteron 2354, 2.2 GHz)",No,8,2,4,1,12.4,14.2
1201,Dell Inc.,"PowerEdge M905 (AMD Opteron 8347 HE, 1.9 GHz)",No,16,4,4,1,10.7,12.6
1202,Dell Inc.,"PowerEdge M905 (AMD Opteron 8354, 2.2 GHz)",No,16,4,4,1,11.7,13.9
1203,Dell Inc.,"PowerEdge M805 (AMD Opteron 2360 SE, 2.5 GHz)",No,8,2,4,1,13.7,15.7
1204,Dell Inc.,"PowerEdge M905 (AMD Opteron 8356, 2.3 GHz)",No,16,4,4,1,12.4,14.2
1205,Dell Inc.,"PowerEdge M805 (AMD Opteron 2350, 2.0 GHz)",No,8,2,4,1,11.8,13.4
1206,Dell Inc.,"PowerEdge 2900 III (Intel Xeon E5205, 1.86 GHz)",Yes,4,2,2,1,16.0,16.7
1207,Dell Inc.,"PowerEdge M600 (Intel Xeon E5440, 2.83 GHz)",Yes,8,2,4,1,22.7,23.7
1208,Dell Inc.,"PowerEdge M600 (Intel Xeon X5470, 3.33 GHz)",Yes,8,2,4,1,24.9,26.0
1209,Dell Inc.,"PowerEdge M600 (Intel Xeon X5460, 3.16 GHz)",Yes,8,2,4,1,24.4,25.6
1210,Dell Inc.,"PowerEdge M600 (Intel Xeon E5450, 3.00 GHz)",Yes,8,2,4,1,23.7,24.7
1211,Dell Inc.,"PowerEdge R900 (Intel Xeon E7450, 2.40 GHz)",Yes,24,4,6,1,20.2,21.3
1212,Dell Inc.,"PowerEdge R900 (Intel Xeon X7460, 2.66 GHz)",Yes,24,4,6,1,22.0,23.2
1213,Dell Inc.,"PowerEdge 2900 III (Intel Xeon X5460, 3.16 GHz)",Yes,8,2,4,1,24.4,25.5
1214,Dell Inc.,"Dell Precision T7400 (Intel Xeon X5492, 3.40 GHz)",Yes,8,2,4,1,20.9,23.1
1215,Dell Inc.,"Dell Precision R5400 (Intel X5270, 3.50 GHz)",Yes,4,2,2,1,19.3,21.2
1216,Dell Inc.,"PowerEdge 1950 III (Intel Xeon X5470, 3.33 GHz)",Yes,8,2,4,1,25.0,26.2
1217,Dell Inc.,"PowerEdge 1950 III (Intel Xeon X5460, 3.16 GHz)",Yes,8,2,4,1,24.4,25.5
1218,Dell Inc.,"PowerEdge 2950 III (Intel Xeon X5260, 3.33 GHz)",Yes,4,2,2,1,24.5,25.6
1219,Dell Inc.,"PowerEdge 2950 III (Intel Xeon X5470, 3.33 GHz)",Yes,8,2,4,1,25.0,26.1
1220,Dell Inc.,"PowerEdge M600 (Intel Xeon E5410, 2.33 GHz)",Yes,8,2,4,1,20.3,21.1
1221,Dell Inc.,"PowerEdge M600 (Intel Xeon L5240, 3.00 GHz)",Yes,4,2,2,1,23.1,24.2
1222,Dell Inc.,"PowerEdge M600 (Intel Xeon E5420, 2.50 GHz)",Yes,8,2,4,1,21.2,22.1
1223,Dell Inc.,"PowerEdge M600 (Intel Xeon X5270, 3.50 GHz)",Yes,4,2,2,1,25.4,26.6
1224,Dell Inc.,"PowerEdge M600 (Intel Xeon E5430, 2.66 GHz)",Yes,8,2,4,1,22.1,23.0
1225,Dell Inc.,"PowerEdge R900 (Intel Xeon E7430, 2.13 GHz)",Yes,16,4,4,1,18.9,19.9
1226,Dell Inc.,"PowerEdge R900 (Intel Xeon E7440, 2.40 GHz)",Yes,16,4,4,1,20.7,21.8
1227,Dell Inc.,"PowerEdge R900 (Intel Xeon E7450, 2.40 GHz)",Yes,24,4,6,1,20.2,21.3
1228,Dell Inc.,"PowerEdge 1950 III (Intel Xeon E5450, 3.00 GHz)",Yes,8,2,4,1,23.7,24.7
1229,Dell Inc.,"PowerEdge 1950 III (Intel Xeon X5460, 3.16 GHz)",Yes,8,2,4,1,24.4,25.5
1230,Dell Inc.,"PowerEdge 1950 III (Intel Xeon E5440, 2.83 GHz)",Yes,8,2,4,1,22.9,23.8
1231,Dell Inc.,"PowerEdge 2900 III (Intel Xeon E5420, 2.50 GHz)",Yes,8,2,4,1,21.2,22.1
1232,Dell Inc.,"PowerEdge 2900 III (Intel Xeon X5260, 3.33 GHz)",Yes,4,2,2,1,24.7,25.8
1233,Dell Inc.,"PowerEdge 2900 III (Intel Xeon X5270, 3.50 GHz)",Yes,4,2,2,1,25.4,26.5
1234,Dell Inc.,"PowerEdge 2950 III (Intel Xeon X5460, 3.16 GHz)",Yes,8,2,4,1,24.3,25.3
1235,Dell Inc.,"PowerEdge 2950 III (Intel Xeon E5430, 2.66 GHz)",Yes,8,2,4,1,22.1,23.0
1236,Dell Inc.,"PowerEdge 2950 III (Intel Xeon E5420, 2.50 GHz)",Yes,8,2,4,1,21.2,22.1
1237,Dell Inc.,"PowerEdge M600 (Intel Xeon E5205, 1.86GHz)",Yes,4,2,2,1,16.1,16.8
1238,Dell Inc.,"PowerEdge M805 (AMD Opteron 2344 HE, 1.7 GHz)",No,8,2,4,1,10.7,11.8
1239,Dell Inc.,"PowerEdge M905 (AMD Opteron 8360 SE, 2.50 GHz)",No,16,4,4,1,14.1,15.9
1240,Dell Inc.,"PowerEdge R900 (Intel Xeon L7455, 2.13 GHz)",Yes,24,4,6,1,18.8,19.8
1241,Dell Inc.,"PowerEdge R900 (Intel Xeon E7420, 2.13 GHz)",Yes,16,4,4,1,18.5,19.4
1242,Dell Inc.,"Dell Precision M6400 (Intel QX9300, 2.53 GHz)",Yes,4,1,4,1,19.8,21.0
1243,Dell Inc.,"PowerEdge 1950 III (Intel Xeon E5430, 2.66 GHz)",Yes,8,2,4,1,22.1,23.0
1244,Dell Inc.,"PowerEdge 1950 III (Intel Xeon X5460, 3.16 GHz)",Yes,8,2,4,1,24.5,25.6
1245,Dell Inc.,"PowerEdge 1950 III (Intel Xeon E5420, 2.50 GHz)",Yes,8,2,4,1,21.2,22.1
1246,Dell Inc.,"PowerEdge 1950 III (Intel Xeon X5260, 3.33 GHz)",Yes,4,2,2,1,24.7,25.8
1247,Dell Inc.,"PowerEdge 1950 III (Intel Xeon X5270, 3.50 GHz)",Yes,4,2,2,1,25.4,26.6
1248,Dell Inc.,"PowerEdge 2900 III (Intel Xeon X5460, 3.16 GHz)",Yes,8,2,4,1,24.5,25.6
1249,Dell Inc.,"PowerEdge 1950 III (Intel Xeon E5405, 2.00 GHz)",Yes,8,2,4,1,18.6,19.3
1250,Dell Inc.,"PowerEdge 2900 III (Intel Xeon X5470, 3.33 GHz)",Yes,8,2,4,1,25.0,26.2
1251,Dell Inc.,"PowerEdge 2950 III (Intel Xeon E5410, 2.33 GHz)",Yes,8,2,4,1,20.3,21.2
1252,Dell Inc.,"PowerEdge 2950 III (Intel Xeon X5270, 3.50 GHz)",Yes,4,2,2,1,25.3,26.5
1253,Dell Inc.,"PowerEdge 2950 III (Intel Xeon E5440, 2.83 GHz)",Yes,8,2,4,1,22.8,23.8
1254,Dell Inc.,"PowerEdge 2950 III (Intel Xeon E5450, 3.00 GHz)",Yes,8,2,4,1,23.6,24.7
1255,Dell Inc.,"PowerEdge 2950 III (Intel Xeon L5240, 3.00 GHz)",Yes,4,2,2,1,23.3,24.3
1256,Dell Inc.,"PowerEdge R900 (Intel Xeon E7450, 2.40 GHz)",Yes,24,4,6,1,20.2,21.3
1257,Dell Inc.,"PowerEdge 1950 III (Intel Xeon E5205, 1.86 GHz)",Yes,4,2,2,1,16.0,16.7
1258,Dell Inc.,"PowerEdge 1950 III (Intel Xeon L5240, 3.00 GHz)",Yes,4,2,2,1,23.3,24.3
1259,Dell Inc.,"PowerEdge 1950 III (Intel Xeon E5410, 2.33 GHz)",Yes,8,2,4,1,20.4,21.2
1260,Dell Inc.,"PowerEdge 2950 III (Intel Xeon E5405, 2.00 GHz)",Yes,8,2,4,1,18.5,19.2
1261,Dell Inc.,"PowerEdge 2950 III (Intel Xeon E5205, 1.86 GHz)",Yes,4,2,2,1,16.0,16.7
1262,Dell Inc.,"PowerEdge 2900 III (Intel Xeon E5450, 3.00 GHz)",Yes,8,2,4,1,23.7,24.7
1263,Dell Inc.,"PowerEdge R200 (Intel Xeon X3360, 2.83 GHz)",Yes,4,1,4,1,22.9,23.7
1264,Dell Inc.,"PowerEdge R300 (Intel Xeon X3323, 2.50 GHz)",Yes,4,1,4,1,19.5,20.3
1265,Dell Inc.,"PowerEdge R300 (Intel Xeon X5470, 3.33 GHz)",Yes,4,1,4,1,23.9,24.9
1266,Dell Inc.,"PowerEdge T100 (Intel Xeon X3350, 2.66 GHz)",Yes,4,1,4,1,22.4,23.2
1267,Dell Inc.,"PowerEdge T300 (Intel Xeon E3113, 3.00 GHz)",Yes,2,1,2,1,21.5,22.4
1268,Dell Inc.,"PowerEdge T300 (Intel Xeon X3323, 2.50 GHz)",Yes,4,1,4,1,19.6,20.4
1269,Dell Inc.,"PowerEdge R805 (AMD Opteron 2384, 2.70 GHz)",Yes,8,2,4,1,18.6,23.0
1270,Dell Inc.,"PowerEdge 2900 III (Intel Xeon E5440, 2.83 GHz)",Yes,8,2,4,1,22.8,23.9
1271,Dell Inc.,"PowerEdge M805 (AMD Opteron 2382, 2.60 GHz)",Yes,8,2,4,1,18.2,22.3
1272,Dell Inc.,"PowerEdge M905 (AMD Opteron 8382, 2.60 GHz)",Yes,16,4,4,1,17.7,21.9
1273,Dell Inc.,"PowerEdge R905 (AMD Opteron 8384, 2.70 GHz)",Yes,16,4,4,1,18.6,22.6
1274,Dell Inc.,"PowerEdge M905 (AMD Opteron 8384, 2.70 GHz)",Yes,16,4,4,1,18.3,22.3
1275,Dell Inc.,"PowerEdge 2900 III (Intel Xeon E5430, 2.66 GHz)",Yes,8,2,4,1,22.1,23.0
1276,Dell Inc.,"PowerEdge M605 (AMD Opteron 2384, 2.70 GHz)",Yes,8,2,4,1,18.8,23.2
1277,Dell Inc.,"PowerEdge M605 (AMD Opteron 2376, 2.30 GHz)",Yes,8,2,4,1,16.6,20.5
1278,Dell Inc.,"PowerEdge M805 (AMD Opteron 2380, 2.50 GHz)",Yes,8,2,4,1,17.5,21.4
1279,Dell Inc.,"PowerEdge M805 (AMD Opteron 2384, 2.70 GHz)",Yes,8,2,4,1,18.5,22.9
1280,Dell Inc.,"PowerEdge M905 (AMD Opteron 8380, 2.50 GHz)",Yes,16,4,4,1,17.0,20.9
1281,Dell Inc.,"PowerEdge M905 (AMD Opteron 8378, 2.40 GHz)",Yes,16,4,4,1,17.0,20.7
1282,Dell Inc.,"PowerEdge SC1435 (AMD Opteron 2382, 2.60 GHz)",Yes,8,2,4,1,18.3,22.5
1283,Dell Inc.,"PowerEdge SC1435 (AMD Opteron 2384, 2.70 GHz)",Yes,8,2,4,1,18.8,23.1
1284,Dell Inc.,"PowerEdge T605 (AMD Opteron 2380, 2.50 GHz)",Yes,8,2,4,1,17.5,21.6
1285,Dell Inc.,"PowerEdge T605 (AMD Opteron 2384, 2.70 GHz)",Yes,8,2,4,1,18.8,23.1
1286,Dell Inc.,"PowerEdge R805 (AMD Opteron 2376, 2.30 GHz)",Yes,8,2,4,1,16.6,20.4
1287,Dell Inc.,"PowerEdge R805 (AMD Opteron 2378, 2.40 GHz)",Yes,8,2,4,1,17.1,21.1
1288,Dell Inc.,"PowerEdge R805 (AMD Opteron 2380, 2.50 GHz)",Yes,8,2,4,1,17.6,21.6
1289,Dell Inc.,"PowerEdge R805 (AMD Opteron 2382, 2.60 GHz)",Yes,8,2,4,1,18.3,22.4
1290,Dell Inc.,"PowerEdge R905 (AMD Opteron 8378, 2.40 GHz)",Yes,16,4,4,1,16.6,20.4
1291,Dell Inc.,"PowerEdge R905 (AMD Opteron 8380, 2.50 GHz)",Yes,16,4,4,1,17.2,21.3
1292,Dell Inc.,"PowerEdge R905 (AMD Opteron 8382, 2.60 GHz)",Yes,16,4,4,1,18.0,21.9
1293,Dell Inc.,"Dell Precision T3400 (Intel E8600, 3.33 GHz)",Yes,2,1,2,1,23.2,23.6
1294,Dell Inc.,"PowerEdge T605 (AMD Opteron 2382, 2.60 GHz)",Yes,8,2,4,1,18.3,22.5
1295,Dell Inc.,"PowerEdge 2900 III (Intel Xeon E5410, 2.33 GHz)",Yes,8,2,4,1,20.4,21.2
1296,Dell Inc.,"PowerEdge M805 (AMD Opteron 2378, 2.40 GHz)",Yes,8,2,4,1,16.9,20.8
1297,Dell Inc.,"PowerEdge SC1435 (AMD Opteron 2380, 2.50 GHz)",Yes,8,2,4,1,17.6,21.6
1298,Dell Inc.,"Dell Precision T7400 (Intel Xeon X5492, 3.40 GHz)",Yes,8,2,4,1,25.8,26.5
1299,Dell Inc.,"Dell Precision T3400 (Intel QX9650, 3.00 GHz)",Yes,4,1,4,1,22.7,23.4
1300,Dell Inc.,"Dell Precision T7400 (Intel Xeon X5272, 3.40 GHz)",Yes,4,2,2,1,25.0,25.7
1301,Dell Inc.,"Dell Precision R5400 (Intel Xeon X5270, 3.50 GHz)",Yes,4,2,2,1,23.0,23.7
1302,Dell Inc.,"PowerEdge 2900 III (Intel Xeon E5405, 2.00 GHz)",Yes,8,2,4,1,18.6,19.3
1303,Dell Inc.,"PowerEdge 2970 (AMD Opteron 2384, 2.70 GHz)",Yes,8,2,4,1,18.8,23.2
1304,Dell Inc.,"PowerEdge M605 (AMD Opteron 2380, 2.50 GHz)",Yes,8,2,4,1,17.6,21.6
1305,Dell Inc.,"PowerEdge M605 (AMD Opteron 2382, 2.60 GHz)",Yes,8,2,4,1,18.4,22.6
1306,Dell Inc.,"PowerEdge M805 (AMD Opteron 2376, 2.30 GHz)",Yes,8,2,4,1,16.4,20.3
1307,Dell Inc.,"PowerEdge SC1435 (AMD Opteron 2376, 2.30 GHz)",Yes,8,2,4,1,16.5,20.3
1308,Dell Inc.,"PowerEdge SC1435 (AMD Opteron 2378, 2.40 GHz)",Yes,8,2,4,1,17.1,21.0
1309,Dell Inc.,"PowerEdge T605 (AMD Opteron 2378, 2.40 GHz)",Yes,8,2,4,1,17.0,21.0
1310,Dell Inc.,"PowerEdge 2900 III (Intel Xeon E5405, 2.00 GHz)",Yes,8,2,4,1,18.6,19.3
1311,Dell Inc.,"Dell Precision R5400 (Intel Xeon E5450, 3.00 GHz)",Yes,8,2,4,1,21.5,22.2
1312,Dell Inc.,"PowerEdge 2970 (AMD Opteron 2380, 2.50 GHz)",Yes,8,2,4,1,17.6,21.7
1313,Dell Inc.,"PowerEdge 2970 (AMD Opteron 2382, 2.60 GHz)",Yes,8,2,4,1,18.4,22.6
1314,Dell Inc.,"PowerEdge M605 (AMD Opteron 2378, 2.40 GHz)",Yes,8,2,4,1,17.1,21.0
1315,Dell Inc.,"PowerEdge T605 (AMD Opteron 2376, 2.30 GHz)",Yes,8,2,4,1,16.5,20.4
1316,Dell Inc.,"PowerEdge 2970 (AMD Opteron 2378, 2.40 GHz)",Yes,8,2,4,1,17.1,21.1
1317,Dell Inc.,"PowerEdge 2970 (AMD Opteron 2376, 2.30 GHz)",Yes,8,2,4,1,16.6,20.5
1318,Dell Inc.,"PowerEdge R300 (Intel Xeon X3353, 2.66 GHz)",Yes,4,1,4,1,21.3,22.1
1319,Dell Inc.,"PowerEdge R300 (Intel Xeon X3363, 2.83 GHz)",Yes,4,1,4,1,22.2,23.0
1320,Dell Inc.,"PowerEdge R300 (Intel Xeon X5460, 3.16 GHz)",Yes,4,1,4,1,23.4,24.3
1321,Dell Inc.,"PowerEdge T100 (Intel Xeon X3330, 2.66 GHz)",Yes,4,1,4,1,21.6,22.4
1322,Dell Inc.,"PowerEdge T300 (Intel Xeon X3363, 2.83 GHz)",Yes,4,1,4,1,22.2,23.1
1323,Dell Inc.,"PowerEdge T300 (Intel Xeon X3353, 2.66 GHz)",Yes,4,1,4,1,21.5,22.3
1324,Dell Inc.,"PowerEdge T300 (Intel Xeon X5460, 3.16 GHz)",Yes,4,1,4,1,23.5,24.5
1325,Dell Inc.,"PowerEdge 2970 (AMD Opteron 2372 HE, 2.10 GHz)",Yes,8,2,4,1,15.6,19.2
1326,Dell Inc.,"PowerEdge 2970 (AMD Opteron 2374 HE, 2.20 GHz)",Yes,8,2,4,1,16.1,19.8
1327,Dell Inc.,"PowerEdge M605 (AMD Opteron 2372 HE, 2.10 GHz)",Yes,8,2,4,1,15.6,19.1
1328,Dell Inc.,"PowerEdge M605 (AMD Opteron 2374 HE, 2.20 GHz)",Yes,8,2,4,1,16.1,19.9
1329,Dell Inc.,"PowerEdge M805 (AMD Opteron 2374 HE, 2.20 GHz)",Yes,8,2,4,1,16.0,19.7
1330,Dell Inc.,"PowerEdge M805 (AMD Opteron 2372 HE, 2.10 GHz)",Yes,8,2,4,1,15.5,19.0
1331,Dell Inc.,"PowerEdge M905 (AMD Opteron 8374 HE, 2.20 GHz)",Yes,16,4,4,1,15.6,19.5
1332,Dell Inc.,"PowerEdge R805 (AMD Opteron 2372 HE, 2.10 GHz)",Yes,8,2,4,1,15.6,19.1
1333,Dell Inc.,"PowerEdge M905 (AMD Opteron 8376 HE, 2.30 GHz)",Yes,16,4,4,1,16.3,20.1
1334,Dell Inc.,"PowerEdge R805 (AMD Opteron 2374 HE, 2.20 GHz)",Yes,8,2,4,1,16.0,19.8
1335,Dell Inc.,"PowerEdge SC1435 (AMD Opteron 2372 HE, 2.10 GHz)",Yes,8,2,4,1,15.6,19.1
1336,Dell Inc.,"PowerEdge SC1435 (AMD Opteron 2374 HE, 2.20 GHz)",Yes,8,2,4,1,16.1,19.7
1337,Dell Inc.,"PowerEdge R905 (AMD Opteron 8376 HE, 2.30 GHz)",Yes,16,4,4,1,16.2,19.7
1338,Dell Inc.,"PowerEdge M610 (Intel Xeon X5560, 2.80 GHz)",Yes,8,2,4,2,36.0,38.1
1339,Dell Inc.,"PowerEdge M610 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,37.0,39.2
1340,Dell Inc.,"PowerEdge M710 (Intel Xeon X5560, 2.80 GHz)",Yes,8,2,4,2,36.4,38.5
1341,Dell Inc.,"PowerEdge M710 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,37.4,39.6
1342,Dell Inc.,"PowerEdge R710 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,37.4,39.5
1343,Dell Inc.,"PowerEdge T610 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,37.3,39.5
1344,Dell Inc.,"Dell Precision T7500 (Intel Xeon W5580, 3.20 GHz)",Yes,8,2,4,1,36.3,37.8
